googleAPI_return_Address,lat,lng
600台灣嘉義市東區林森東路684巷4弄31號,23.490578,120.475721
600台灣嘉義市西區興達路480號,23.484986,120.431949
600台灣嘉義市東區光正街25號,23.4675718,120.4690616
600台灣嘉義市西區蘭州二街76-88號,23.4679834,120.4326187
351台灣苗栗縣頭份市環市路三段919號,24.6940117,120.8853784
600台灣嘉義市東區溪興街1號,23.4559806,120.458689
600台灣嘉義市東區阿里山公路120號,23.4656665,120.4546463
600台灣嘉義市西區玉康路480號,23.4758223,120.4239528
600台灣嘉義市西區福義街30號,23.4780824,120.4309138
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區自強街421號,23.4648085,120.4145564
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市西區友竹街12號,23.4830526,120.4383302
600台灣嘉義市東區彌陀路121號,23.4666592,120.4667133
600台灣嘉義市東區文雅街168號,23.4833501,120.4847978
600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873
600台灣嘉義市西區志昇街79號,23.4691128,120.4430855
600台灣嘉義市西區自強街195巷32-1號,23.4643382,120.4201285
600台灣嘉義市西區西榮街211號,23.4789882,120.4451055
600台灣嘉義市東區民權路10-1號,23.484367,120.465974
600台灣嘉義市西區民生南路303號,23.4634687,120.4447992
600台灣嘉義市東區小雅路513巷24號,23.4763545,120.4685768
600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625
600台灣嘉義市西區泰山三街70號,23.4857978,120.4256421
600台灣嘉義市西區仁愛一街63號,23.4669135,120.4409961
502台灣彰化縣芬園鄉大彰路一段535號,23.9610659,120.629349
600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339
600台灣嘉義市西區北園街91號,23.4937219,120.4246521
502台灣彰化縣芬園鄉大彰路一段535號,23.9610659,120.629349
600台灣嘉義市西區南京路61號,23.456272,120.44052
