10412(實價),住宅大樓,嘉義市嘉義市保建街31~60號,22.5,3房/2廳/3衛,8 /共12層,36.81,6.2,--,--萬,9.8萬,360萬
10412(實價),套房,嘉義市嘉義市文雅街116巷1~30號,19.5,1房/1廳/1衛,4 /共9層,10.3,1.48,--,--萬,7.8萬,80萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市四維路91~120號,16.8,3房/2廳/2衛,3 /共13層,37.45,4.27,2.99,--萬,9.4萬,353萬
10412(實價),華廈,嘉義市嘉義市永福一街31~60號,24.7,3房/1廳/1衛,8 /共8層,31.96,4.54,--,--萬,6.9萬,220萬
10412(實價),透天厝,嘉義市嘉義市國華新村1~30號,46.8,3房/2廳/2衛,1 /共2層,25.32,21.78,--,--萬,8.7萬,220萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市博東路151~180號,17.8,4房/2廳/2衛,2 /共22層,54.92,5.6,--,--萬,8.1萬,445萬
10412(實價),透天厝,嘉義市嘉義市博愛路二段991~1020號,3.2,5房/3廳/5衛,1 /共4層,70.83,43.83,--,--萬,19.8萬,1400萬
10412(實價),公寓,嘉義市嘉義市民生南路608巷151~180號,30.3,2房/2廳/1衛,3 /共5層,26.2,6.21,--,--萬,6.7萬,175萬
10412(實價),透天厝,嘉義市嘉義市興安街145巷1~30號,0.7,3房/2廳/3衛,1 /共3層,65.82,36.88,--,--萬,12.5萬,825萬
10412(實價),店面(店鋪),嘉義市嘉義市國華街331~360號,42.4,3房/1廳/2衛,1 /共2層,38.93,38.72,--,--萬,19.8萬,770萬
10412(實價),住宅大樓,嘉義市嘉義市玉山路158巷91~120號,20.4,3房/2廳/2衛,8 /共12層,37.1,4.59,--,--萬,8.9萬,330萬
10412(實價),住宅大樓,嘉義市嘉義市博東路91~120號,17.8,2房/1廳/1衛,14 /共22層,24.07,2.19,--,--萬,10.2萬,244萬
10412(實價),透天厝,嘉義市嘉義市保愛二街31~60號,0.5,3房/3廳/4衛,1 /共3層,58.78,36.4,--,--萬,14.1萬,828萬
10412(實價),透天厝,嘉義市嘉義市信義路55巷1~30號,29.5,4房/3廳/2衛,1 /共2層,31.81,21.48,--,--萬,17.6萬,560萬
10412(實價),透天厝,嘉義市嘉義市新龍街2巷1~30號,6.8,3房/2廳/4衛,1 /共4層,62.45,31.01,--,--萬,15萬,938萬
10412(實價),透天厝,嘉義市嘉義市水源地31~60號,22.2,4房/2廳/3衛,1 /共3層,52.6,57.02,--,--萬,15.2萬,800萬
10412(實價),透天厝,嘉義市嘉義市五福街20巷25弄31~60號,38.7,4房/2廳/3衛,1 /共2層,26.31,18.15,--,--萬,22萬,580萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市永安街331~360號,11.2,4房/2廳/2衛,2 /共12層,56.66,9.98,--,--萬,8.1萬,460萬
10412(實價),透天厝,嘉義市嘉義市玉康路12巷1~30號,21.2,4房/3廳/3衛,1 /共3層,47.42,26.02,--,--萬,14.1萬,670萬
10412(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,20.2,1房/1廳/1衛,9 /共11層,10.74,1.69,--,--萬,11.6萬,125萬
10412(實價),透天厝,嘉義市嘉義市東義路176巷1~30號,26.4,5房/3廳/2衛,1 /共2層,41.29,31.73,--,--萬,14.9萬,617萬
10412(實價),套房,嘉義市嘉義市林森西路1~30號,31.9,1房/0廳/1衛,9 /共12層,11.9,1.21,--,--萬,7.1萬,85萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市永安街301~330號,11.2,4房/1廳/2衛,10 /共14層,25.69,4.5,--,--萬,8萬,206萬
10412(實價),透天厝,嘉義市嘉義市姜安街61~90號,0.4,5房/3廳/5衛,1 /共3層,69.51,35.7,--,--萬,24.9萬,1728萬
10412(實價),透天厝,嘉義市嘉義市北鎮街120巷1~30號,43.7,2房/2廳/1衛,1 /共1層,20.29,37.21,--,--萬,21.1萬,427萬
10412(實價),透天厝,嘉義市嘉義市大孝街1~30號,4.1,4房/2廳/4衛,1 /共3層,59.44,37.41,--,--萬,18萬,1070萬
10412(實價),透天厝,嘉義市嘉義市忠孝北街151~180號,8.6,4房/3廳/3衛,1 /共3層,45.74,25.41,--,--萬,14萬,640萬
10412(實價),透天厝,嘉義市嘉義市立仁路121~150號,12.4,4房/3廳/3衛,1 /共4層,44.06,23.29,--,--萬,20.9萬,920萬
10412(實價),華廈,嘉義市嘉義市泰瑞一街31~60號,20.5,3房/1廳/2衛,7 /共7層,42.86,7.18,--,--萬,8.4萬,360萬
10412(實價),透天厝,嘉義市嘉義市過溪151~180號,37.9,3房/2廳/2衛,1 /共2層,27.17,19.66,--,--萬,11萬,298萬
10412(實價),透天厝,嘉義市嘉義市博愛路二段91~120號,39.5,4房/2廳/3衛,1 /共3層,55.45,27.83,--,--萬,15.9萬,880萬
10412(實價),透天厝,嘉義市嘉義市王田里11鄰大同新村61~90號,45.5,3房/2廳/2衛,1 /共2層,40.63,72,--,--萬,24.6萬,1000萬
10412(實價),透天厝,嘉義市嘉義市文化路566巷71弄1~30號,41,2房/2廳/2衛,1 /共2層,23.35,16.64,--,--萬,6.6萬,155萬
10412(實價),公寓,嘉義市嘉義市仁義新村31~60號,33.6,3房/2廳/1衛,5 /共5層,24.18,12.9,--,--萬,6.2萬,150萬
10412(實價),住宅大樓,嘉義市嘉義市民權路1~30號,17.7,4房/2廳/3衛,13 /共16層,60.71,9.99,--,--萬,11.9萬,722萬
10412(實價),透天厝,嘉義市嘉義市新西里9鄰老吸街43巷1~30號,45.7,2房/1廳/1衛,1 /共1層,14.86,18.76,--,--萬,13.1萬,195萬
10412(實價),華廈,嘉義市嘉義市林森東路105巷1~30號,22.3,3房/2廳/2衛,3 /共6層,39.12,9.21,--,--萬,9.8萬,385萬
10412(實價),透天厝,嘉義市嘉義市大雅路一段288巷116弄1~30號,2.2,4房/3廳/4衛,1 /共3層,71.46,41.86,--,--萬,16.2萬,1156萬
10412(實價),透天厝,嘉義市嘉義市臺斗街271~300號,3.9,5房/3廳/6衛,1 /共4層,60.12,32.59,--,--萬,19.5萬,1170萬
10412(實價),透天厝,嘉義市嘉義市後厝仔1~30號,32.3,5房/3廳/2衛,1 /共2層,30.06,26.62,--,--萬,14萬,420萬
10412(實價),透天厝,嘉義市嘉義市東義路99巷1~30號,30.6,5房/2廳/4衛,1 /共2層,41.14,30.55,--,--萬,17萬,700萬
10412(實價),透天厝,嘉義市嘉義市民生南路576巷1~30號,41,4房/2廳/2衛,1 /共2層,31.94,26.62,--,--萬,5.8萬,185萬
10412(實價),透天厝,嘉義市嘉義市芳安路217巷1~30號,41.7,3房/2廳/2衛,1 /共2層,31.72,29.95,--,--萬,13.1萬,415萬
10412(實價),透天厝,嘉義市嘉義市玉山路571~600號,1.7,3房/4廳/4衛,1 /共5層,74.35,34.76,--,--萬,22.9萬,1700萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,12.8,3房/2廳/2衛,7 /共13層,50.96,12.61,--,--萬,9萬,460萬
10412(實價),透天厝,嘉義市嘉義市玉山路186巷66弄1~30號,8.2,2房/1廳/1衛,1 /共1層,8.35,22.08,--,--萬,26.4萬,220萬
10412(實價),透天厝,嘉義市嘉義市東洋新?391~420號,10.3,5房/3廳/4衛,1 /共5層,76.3,28.68,--,--萬,15.7萬,1200萬
10412(實價),透天厝,嘉義市嘉義市義教街731巷31~60號,0.5,4房/1廳/5衛,1 /共3層,56.84,29.65,--,--萬,21.1萬,1200萬
10412(實價),透天厝,嘉義市嘉義市大業街172巷1~30號,26.1,4房/2廳/2衛,1 /共3層,62.56,37.81,--,--萬,12.8萬,800萬
10412(實價),華廈(含車位),嘉義市嘉義市廣州街91~120號,25.1,3房/2廳/2衛,3 /共7層,54.04,7.4,--,30萬,7萬,380萬
10412(實價),透天厝,嘉義市嘉義市文化路857巷1~30號,39.8,3房/1廳/2衛,1 /共2層,15.13,9.87,--,--萬,3萬,45萬
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,3房/2廳/2衛,3 /共15層,33.12,5.48,--,--萬,8萬,264萬
10412(實價),透天厝,嘉義市嘉義市新民路204巷1~30號,14.6,5房/2廳/4衛,1 /共4層,119.81,66.87,--,--萬,10萬,1200萬
10412(實價),透天厝,嘉義市嘉義市光彩街601~630號,37.5,4房/2廳/4衛,1 /共4層,51.22,14.82,--,--萬,16.1萬,825萬
10412(實價),透天厝,嘉義市嘉義市世賢路四段22巷1~30號,35.4,4房/1廳/2衛,1 /共2層,31.56,24.2,--,--萬,4.8萬,150萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市新生路541~570號,20.3,2房/2廳/3衛,1 /共12層,95.82,13.13,3.78,--萬,7.6萬,725萬
10412(實價),公寓,嘉義市嘉義市嘉農新村31~60號,30,3房/2廳/2衛,1 /共4層,35.67,18.28,--,--萬,12.9萬,460萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市新生路571~600號,20.3,3房/2廳/2衛,6 /共12層,32.18,4.38,--,--萬,14.3萬,460萬
10412(實價),華廈,嘉義市嘉義市臺林街31~60號,25.2,5房/1廳/3衛,4 /共7層,39.91,7.59,--,--萬,7.3萬,290萬
10412(實價),公寓,嘉義市嘉義市海埔新村1~30號,32.8,4房/1廳/1衛,1 /共5層,33.84,13.75,--,--萬,10.3萬,350萬
10412(實價),住宅大樓,嘉義市嘉義市興達路481~510號,21.1,4房/2廳/4衛,16 /共16層,53.74,5.58,--,--萬,7.8萬,420萬
10412(實價),華廈,嘉義市嘉義市南興路241~270號,34.8,3房/2廳/2衛,1 /共6層,34.95,9.02,--,--萬,10.5萬,368萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,21.1,3房/2廳/2衛,6 /共11層,39.56,5.94,--,--萬,9萬,355萬
10412(實價),華廈,嘉義市嘉義市北港路241~270號,21.5,3房/2廳/2衛,8 /共10層,33.52,5.27,--,--萬,8.9萬,298萬
10412(實價),透天厝,嘉義市嘉義市國華街91~120號,20.5,4房/2廳/4衛,1 /共4層,23.91,9.68,--,--萬,30.5萬,730萬
10412(實價),透天厝,嘉義市嘉義市康樂街181~210號,40.3,3房/1廳/3衛,1 /共3層,48.34,18.15,--,--萬,7.6萬,365萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,12.8,4房/2廳/2衛,8 /共13層,52.97,13.11,--,--萬,10.4萬,550萬
10412(實價),套房,嘉義市嘉義市文雅街116巷1~30號,19.5,1房/1廳/1衛,5 /共9層,10.3,1.48,--,--萬,9.7萬,100萬
10412(實價),華廈(含車位),嘉義市嘉義市永康三街1~30號,23.8,4房/2廳/3衛,1 /共6層,55.92,11.74,--,--萬,5.9萬,330萬
10412(實價),華廈,嘉義市嘉義市八德路331~360號,22.1,4房/2廳/2衛,1 /共8層,48.27,8.55,--,--萬,8.7萬,420萬
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,3房/2廳/2衛,8 /共15層,38.3,6.4,--,--萬,11.4萬,435萬
10412(實價),透天厝,嘉義市嘉義市東洋新?61~90號,35.5,5房/3廳/4衛,1 /共3層,40.9,21.78,--,--萬,13.7萬,560萬
10412(實價),套房,嘉義市嘉義市新民路757巷1~30號,23,1房/1廳/1衛,3 /共5層,11.97,3.47,--,--萬,11.3萬,135萬
10412(實價),透天厝,嘉義市嘉義市上海路241~270號,22.2,4房/2廳/3衛,1 /共4層,84.57,29.04,--,--萬,15.5萬,1308萬
10412(實價),透天厝,嘉義市嘉義市福州七街1~30號,26.1,3房/1廳/3衛,1 /共3層,34.53,20.57,--,--萬,20.3萬,700萬
10412(實價),華廈,嘉義市嘉義市自強街195巷31~60號,20.2,3房/2廳/2衛,3 /共7層,24.9,4.13,--,--萬,10.4萬,258萬
10412(實價),住宅大樓,嘉義市嘉義市自由路481~510號,21.6,3房/2廳/2衛,10 /共16層,36.36,3.05,--,--萬,6.7萬,245萬
10412(實價),公寓,嘉義市嘉義市溪興街153巷30弄1~30號,33.1,3房/2廳/2衛,5 /共5層,17.08,5.15,--,--萬,5.3萬,90萬
10412(實價),透天厝,嘉義市嘉義市臺林街237巷31~60號,41.2,3房/2廳/2衛,1 /共2層,22.17,15.73,--,--萬,10.4萬,230萬
10412(實價),透天厝,嘉義市嘉義市車店街1~30號,0.3,4房/2廳/2衛,1 /共2層,8.98,7.49,--,--萬,27.8萬,250萬
10412(實價),住宅大樓,嘉義市嘉義市南京路1~30號,22.4,3房/2廳/2衛,5 /共12層,30.68,4.48,--,--萬,11.7萬,360萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市博愛路一段361~390號,22,3房/1廳/2衛,4 /共12層,45.2,16.9,--,--萬,15.9萬,720萬
10412(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.8,3房/2廳/1衛,15 /共20層,29.01,2.3,--,--萬,9.3萬,270萬
10412(實價),店面(店鋪),嘉義市嘉義市崇文街271~300號,0.2,3房/2廳/5衛,1 /共4層,90.81,31.76,--,--萬,19.8萬,1800萬
10412(實價),華廈(含車位),嘉義市嘉義市廣州街91~120號,25.1,3房/2廳/2衛,7 /共7層,54.04,7.4,--,40萬,6.5萬,350萬
10412(實價),套房,嘉義市嘉義市中正路391~420號,19.8,1房/0廳/1衛,11 /共11層,9.24,0.35,--,--萬,8.7萬,80萬
10412(實價),套房,嘉義市嘉義市中正路391~420號,19.8,1房/0廳/1衛,11 /共11層,8.98,0.42,--,--萬,8.9萬,80萬
10412(實價),套房,嘉義市嘉義市新榮路301~330號,22,1房/1廳/1衛,5 /共8層,8.67,1.56,--,--萬,9.2萬,80萬
10412(實價),透天厝,嘉義市嘉義市導民里10鄰崇文街91~120號,41.3,3房/2廳/2衛,1 /共2層,27.64,30.25,--,--萬,18.7萬,518萬
10412(實價),透天厝,嘉義市嘉義市東義路156巷3弄1~30號,6.1,5房/3廳/4衛,1 /共3層,76.95,61.07,--,--萬,14.9萬,1150萬
10412(實價),住宅大樓,嘉義市嘉義市溪興街105巷31~60號,18.9,3房/2廳/2衛,12 /共14層,31.27,3.6,--,--萬,8.6萬,270萬
10412(實價),透天厝,嘉義市嘉義市林森東路691巷31~60號,34.8,4房/1廳/2衛,1 /共2層,29.42,24.2,--,--萬,11.3萬,332萬
10412(實價),店面(店鋪),嘉義市嘉義市興業西路241~270號,31.1,6房/2廳/2衛,1 /共4層,78.1,29.95,--,--萬,30.5萬,2380萬
10412(實價),透天厝,嘉義市嘉義市育人路160巷61~90號,0.7,4房/3廳/5衛,1 /共3層,59.93,38.12,--,--萬,16.4萬,980萬
10412(實價),套房,嘉義市嘉義市博愛路二段151~180號,16.7,1房/1廳/1衛,5 /共14層,20.22,2.06,--,--萬,10.9萬,220萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市興業西路151~180號,11.1,3房/2廳/2衛,8 /共14層,57.41,10.44,--,--萬,9.8萬,560萬
10412(實價),住宅大樓,嘉義市嘉義市興達路481~510號,21.1,3房/2廳/2衛,14 /共16層,38.26,3.85,--,--萬,10.1萬,386萬
10412(實價),透天厝,嘉義市嘉義市立仁路121~150號,12.4,4房/2廳/3衛,1 /共4層,43.76,19.06,--,--萬,17.8萬,780萬
10412(實價),店面(店鋪),嘉義市嘉義市南京東街1~30號,1,4房/3廳/5衛,1 /共4層,87.27,38.42,--,--萬,14.9萬,1300萬
10412(實價),透天厝,嘉義市嘉義市北港路256巷1~30號,43.3,3房/2廳/1衛,1 /共2層,17.88,13.61,--,--萬,8.4萬,150萬
10412(實價),透天厝,嘉義市嘉義市林森東路684巷31~60號,39.8,3房/2廳/2衛,1 /共1層,14.87,26.02,--,--萬,13.4萬,200萬
10412(實價),公寓,嘉義市嘉義市國華街211~240號,29.2,3房/2廳/2衛,5 /共5層,32.18,6.32,--,--萬,6.2萬,200萬
10412(實價),華廈,嘉義市嘉義市南京路20巷31~60號,20.8,3房/2廳/2衛,8 /共10層,39.2,7.11,--,--萬,8.5萬,335萬
10412(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.8,3房/2廳/2衛,8 /共22層,45.69,5.6,--,--萬,10.1萬,460萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市德明路61~90號,20.3,3房/2廳/2衛,9 /共18層,49.56,4.15,--,--萬,8.7萬,432萬
10412(實價),華廈,嘉義市嘉義市錦州一街31~60號,24.6,2房/1廳/1衛,4 /共6層,23.24,3.65,--,--萬,8.6萬,199萬
10412(實價),住宅大樓,嘉義市嘉義市玉山路158巷91~120號,20.4,0房/0廳/0衛,9 /共12層,20.9,3.02,--,--萬,7.7萬,160萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,11.1,3房/2廳/2衛,6 /共14層,55.55,0,--,--萬,3.8萬,211萬
10412(實價),透天厝,嘉義市嘉義市廣州街181~210號,26.3,6房/2廳/3衛,1 /共3層,68.69,32.37,--,--萬,12.5萬,860萬
10412(實價),套房,嘉義市嘉義市光彩街511~540號,22.7,1房/1廳/1衛,3 /共8層,14.32,1.51,--,--萬,8.1萬,116萬
10412(實價),透天厝,嘉義市嘉義市西平里12鄰博愛路二段429巷1~30號,41.3,3房/2廳/2衛,1 /共2層,26.34,15.73,--,--萬,8.7萬,230萬
10412(實價),住宅大樓,嘉義市嘉義市南京路15巷1~30號,21.3,3房/2廳/2衛,10 /共12層,41.94,6.11,--,--萬,7.6萬,320萬
10412(實價),住宅大樓,嘉義市嘉義市彌陀路241~270號,23.6,3房/2廳/2衛,7 /共12層,43.12,6.71,--,--萬,6.5萬,280萬
10412(實價),華廈,嘉義市嘉義市國聖四街31~60號,18.4,3房/2廳/2衛,4 /共9層,45.47,7.76,--,--萬,7.1萬,325萬
10412(實價),透天厝,嘉義市嘉義市泰瑞一街61~90號,20.3,4房/1廳/3衛,1 /共4層,62.34,28.44,--,--萬,12.5萬,778萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.57,10.57,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.07,10.48,--,--萬,6萬,335萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,--萬,6萬,337萬
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,--萬,6萬,337萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.15,13.97,--,--萬,5.4萬,318萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59,13.93,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,--萬,5.4萬,317萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.44,13.94,--,--萬,5.6萬,346萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.43,13.93,--,--萬,5.6萬,346萬
10412(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.1,3房/1廳/2衛,1 /共14層,62.43,13.93,--,--萬,5.6萬,346萬
10412(實價),華廈(含車位),嘉義市嘉義市臺林街31~60號,25.2,3房/2廳/2衛,1 /共7層,38.57,8.01,--,--萬,9.1萬,350萬
10412(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,21.1,3房/2廳/2衛,7 /共11層,39.65,6.03,--,--萬,8.3萬,330萬
10412(實價),華廈,嘉義市嘉義市光彩街91~120號,25.8,3房/2廳/2衛,3 /共6層,65.6,11.72,--,--萬,7.6萬,500萬
10412(實價),公寓,嘉義市嘉義市東洋新?331~360號,30.1,3房/2廳/1衛,2 /共5層,24.17,6.3,--,--萬,9.1萬,220萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,12 /共12層,56.66,9.98,--,--萬,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,2 /共12層,56.66,9.98,--,--萬,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.85,10.06,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,12 /共12層,56.66,9.98,--,--萬,5.9萬,336萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,1 /共12層,56.82,10.05,--,--萬,6萬,338萬
10412(實價),住宅大樓,嘉義市嘉義市永安街331~360號,11.2,3房/1廳/2衛,2 /共12層,56.66,9.98,--,--萬,5.9萬,336萬
10412(實價),透天厝,嘉義市嘉義市國安二街1~30號,0.1,5房/2廳/5衛,1 /共4層,87.42,43.26,--,--萬,21.5萬,1880萬
