年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10412(實價),住宅大樓(含車位),嘉義市嘉義市德福街1~30號,21.1,3房/2廳/2衛,6 /共11層,39.56,5.94,--,--萬,9萬,355萬,600台灣嘉義市西區德福街8-10號,23.4813959,120.4315758,福全里
10412(實價),公寓,嘉義市嘉義市海埔新村1~30號,32.8,4房/1廳/1衛,1 /共5層,33.84,13.75,--,--萬,10.3萬,350萬,找不到位址,無,無,無
10412(實價),華廈,嘉義市嘉義市北港路241~270號,21.5,3房/2廳/2衛,8 /共10層,33.52,5.27,--,--萬,8.9萬,298萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10412(實價),華廈,嘉義市嘉義市南興路241~270號,34.8,3房/2廳/2衛,1 /共6層,34.95,9.02,--,--萬,10.5萬,368萬,600台灣嘉義市東區南興路241號,23.4662573,120.4563033,頂寮里
10412(實價),透天厝,嘉義市嘉義市康樂街181~210號,40.3,3房/1廳/3衛,1 /共3層,48.34,18.15,--,--萬,7.6萬,365萬,600台灣嘉義市西區康樂街210號,23.4745273,120.4439273,新富里
10412(實價),住宅大樓(含車位),嘉義市嘉義市新生路571~600號,20.3,3房/2廳/2衛,6 /共12層,32.18,4.38,--,--萬,14.3萬,460萬,600台灣嘉義市東區新生路564-568號,23.4920074,120.4581246,太平里
10412(實價),透天厝,嘉義市嘉義市國華街91~120號,20.5,4房/2廳/4衛,1 /共4層,23.91,9.68,--,--萬,30.5萬,730萬,600台灣嘉義市西區國華街91號,23.4731443,120.4491111,導明里
10412(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,12.8,4房/2廳/2衛,8 /共13層,52.97,13.11,--,--萬,10.4萬,550萬,600台灣嘉義市東區林森東路750號,23.4923366,120.4778693,圳頭里
10412(實價),套房,嘉義市嘉義市文雅街116巷1~30號,19.5,1房/1廳/1衛,5 /共9層,10.3,1.48,--,--萬,9.7萬,100萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里
10412(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.6,3房/2廳/2衛,8 /共15層,38.3,6.4,--,--萬,11.4萬,435萬,600台灣嘉義市東區圓福街118巷2弄108號,23.488141,120.467014,王田里
10412(實價),華廈,嘉義市嘉義市八德路331~360號,22.1,4房/2廳/2衛,1 /共8層,48.27,8.55,--,--萬,8.7萬,420萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10412(實價),華廈(含車位),嘉義市嘉義市永康三街1~30號,23.8,4房/2廳/3衛,1 /共6層,55.92,11.74,--,--萬,5.9萬,330萬,600台灣嘉義市西區永康三街1號,23.4755222,120.425434,磚磘里
10412(實價),透天厝,嘉義市嘉義市上海路241~270號,22.2,4房/2廳/3衛,1 /共4層,84.57,29.04,--,--萬,15.5萬,1308萬,600台灣嘉義市西區上海路239號,23.4678092,120.4337264,車店里
10412(實價),套房,嘉義市嘉義市新民路757巷1~30號,23,1房/1廳/1衛,3 /共5層,11.97,3.47,--,--萬,11.3萬,135萬,600台灣嘉義市西區新民路757巷22號,23.4699596,120.4390081,垂楊里
10412(實價),透天厝,嘉義市嘉義市福州七街1~30號,26.1,3房/1廳/3衛,1 /共3層,34.53,20.57,--,--萬,20.3萬,700萬,600台灣嘉義市西區福州七街30號,23.4618875,120.4334259,福民里
10412(實價),透天厝,嘉義市嘉義市東洋新?61~90號,35.5,5房/3廳/4衛,1 /共3層,40.9,21.78,--,--萬,13.7萬,560萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里
10412(實價),華廈,嘉義市嘉義市自強街195巷31~60號,20.2,3房/2廳/2衛,3 /共7層,24.9,4.13,--,--萬,10.4萬,258萬,600台灣嘉義市西區自強街195巷27號,23.464458,120.4203273,劉厝里
10412(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.8,3房/2廳/1衛,15 /共20層,29.01,2.3,--,--萬,9.3萬,270萬,600台灣嘉義市東區彌陀路121號,23.4666592,120.4667133,芳草里
10412(實價),透天厝,嘉義市嘉義市臺林街237巷31~60號,41.2,3房/2廳/2衛,1 /共2層,22.17,15.73,--,--萬,10.4萬,230萬,找不到位址,無,無,無
10412(實價),住宅大樓(含車位),嘉義市嘉義市博愛路一段361~390號,22,3房/1廳/2衛,4 /共12層,45.2,16.9,--,--萬,15.9萬,720萬,600台灣嘉義市西區縱貫公路334-368號,23.4876446,120.4445806,
10412(實價),透天厝,嘉義市嘉義市車店街1~30號,0.3,4房/2廳/2衛,1 /共2層,8.98,7.49,--,--萬,27.8萬,250萬,600台灣嘉義市西區車店街30號,23.4662329,120.4342797,車店里
10412(實價),套房,嘉義市嘉義市中正路391~420號,19.8,1房/0廳/1衛,11 /共11層,9.24,0.35,--,--萬,8.7萬,80萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10412(實價),華廈(含車位),嘉義市嘉義市廣州街91~120號,25.1,3房/2廳/2衛,7 /共7層,54.04,7.4,--,40萬,6.5萬,350萬,600台灣嘉義市西區廣州街120號,23.4627158,120.4331098,福民里
10412(實價),住宅大樓,嘉義市嘉義市自由路481~510號,21.6,3房/2廳/2衛,10 /共16層,36.36,3.05,--,--萬,6.7萬,245萬,600台灣嘉義市西區自由路510號,23.4930581,120.4317377,保生里
10412(實價),公寓,嘉義市嘉義市溪興街153巷30弄1~30號,33.1,3房/2廳/2衛,5 /共5層,17.08,5.15,--,--萬,5.3萬,90萬,600台灣嘉義市東區溪興街153巷30弄16號,23.4539759,120.4562452,興村里
10412(實價),住宅大樓,嘉義市嘉義市南京路1~30號,22.4,3房/2廳/2衛,5 /共12層,30.68,4.48,--,--萬,11.7萬,360萬,600台灣嘉義市西區南京路30號,23.4562023,120.4426332,獅子里
10412(實價),店面(店鋪),嘉義市嘉義市崇文街271~300號,0.2,3房/2廳/5衛,1 /共4層,90.81,31.76,--,--萬,19.8萬,1800萬,600台灣嘉義市西區崇文街271-275號,23.4716804,120.4490699,育英里
10412(實價),住宅大樓,嘉義市嘉義市溪興街105巷31~60號,18.9,3房/2廳/2衛,12 /共14層,31.27,3.6,--,--萬,8.6萬,270萬,600台灣嘉義市東區溪興街105巷30號,23.4546714,120.4580874,興村里
10412(實價),套房,嘉義市嘉義市新榮路301~330號,22,1房/1廳/1衛,5 /共8層,8.67,1.56,--,--萬,9.2萬,80萬,600台灣嘉義市西區新榮路301號,23.4782794,120.4442146,西榮里
10412(實價),套房,嘉義市嘉義市中正路391~420號,19.8,1房/0廳/1衛,11 /共11層,8.98,0.42,--,--萬,8.9萬,80萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10412(實價),透天厝,嘉義市嘉義市導民里10鄰崇文街91~120號,41.3,3房/2廳/2衛,1 /共2層,27.64,30.25,--,--萬,18.7萬,518萬,600台灣嘉義市西區崇文街152巷20號,23.4722387,120.4482391,導明里
10412(實價),透天厝,嘉義市嘉義市林森東路691巷31~60號,34.8,4房/1廳/2衛,1 /共2層,29.42,24.2,--,--萬,11.3萬,332萬,600台灣嘉義市東區林森東路691巷33號,23.4943231,120.4783031,後庄里
10412(實價),透天厝,嘉義市嘉義市東義路156巷3弄1~30號,6.1,5房/3廳/4衛,1 /共3層,76.95,61.07,--,--萬,14.9萬,1150萬,600台灣嘉義市東區東義路156巷35弄30號,23.4953961,120.4709181,後庄里
10412(實價),透天厝,嘉義市嘉義市育人路160巷61~90號,0.7,4房/3廳/5衛,1 /共3層,59.93,38.12,--,--萬,16.4萬,980萬,600台灣嘉義市西區育人路160巷25-83號,23.4736601,120.4192517,港坪里
10412(實價),住宅大樓(含車位),嘉義市嘉義市興業西路151~180號,11.1,3房/2廳/2衛,8 /共14層,57.41,10.44,--,--萬,9.8萬,560萬,600台灣嘉義市西區興業西路151號,23.4681143,120.4426909,自強里
10412(實價),店面(店鋪),嘉義市嘉義市興業西路241~270號,31.1,6房/2廳/2衛,1 /共4層,78.1,29.95,--,--萬,30.5萬,2380萬,600台灣嘉義市西區興業西路248號,23.4681755,120.4405567,自強里
10412(實價),套房,嘉義市嘉義市博愛路二段151~180號,16.7,1房/1廳/1衛,5 /共14層,20.22,2.06,--,--萬,10.9萬,220萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,
10412(實價),住宅大樓,嘉義市嘉義市興達路481~510號,21.1,3房/2廳/2衛,14 /共16層,38.26,3.85,--,--萬,10.1萬,386萬,600台灣嘉義市西區興達路480號,23.484986,120.431949,竹圍里
10412(實價),透天厝,嘉義市嘉義市立仁路121~150號,12.4,4房/2廳/3衛,1 /共4層,43.76,19.06,--,--萬,17.8萬,780萬,600台灣嘉義市東區立仁路120號,23.464948,120.463572,芳安里
10412(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.8,3房/2廳/2衛,8 /共22層,45.69,5.6,--,--萬,10.1萬,460萬,600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339,太平里
10412(實價),住宅大樓(含車位),嘉義市嘉義市德明路61~90號,20.3,3房/2廳/2衛,9 /共18層,49.56,4.15,--,--萬,8.7萬,432萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10412(實價),透天厝,嘉義市嘉義市北港路256巷1~30號,43.3,3房/2廳/1衛,1 /共2層,17.88,13.61,--,--萬,8.4萬,150萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10412(實價),華廈,嘉義市嘉義市南京路20巷31~60號,20.8,3房/2廳/2衛,8 /共10層,39.2,7.11,--,--萬,8.5萬,335萬,600台灣嘉義市西區南京路20巷19-57號,23.4566788,120.4425104,獅子里
10412(實價),店面(店鋪),嘉義市嘉義市南京東街1~30號,1,4房/3廳/5衛,1 /共4層,87.27,38.42,--,--萬,14.9萬,1300萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10412(實價),公寓,嘉義市嘉義市國華街211~240號,29.2,3房/2廳/2衛,5 /共5層,32.18,6.32,--,--萬,6.2萬,200萬,600台灣嘉義市西區國華街211號,23.4779432,120.4486112,文化里
10412(實價),華廈,嘉義市嘉義市錦州一街31~60號,24.6,2房/1廳/1衛,4 /共6層,23.24,3.65,--,--萬,8.6萬,199萬,600台灣嘉義市西區錦州一街37號,23.4649233,120.4354031,福民里
10412(實價),透天厝,嘉義市嘉義市林森東路684巷31~60號,39.8,3房/2廳/2衛,1 /共1層,14.87,26.02,--,--萬,13.4萬,200萬,600台灣嘉義市東區林森東路60號,23.4867484,120.4566382,林森里
10412(實價),住宅大樓,嘉義市嘉義市玉山路158巷91~120號,20.4,0房/0廳/0衛,9 /共12層,20.9,3.02,--,--萬,7.7萬,160萬,600台灣嘉義市西區玉山路104號,23.4726976,120.4290426,磚磘里
10412(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,11.1,3房/2廳/2衛,6 /共14層,55.55,0,--,--萬,3.8萬,211萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10412(實價),住宅大樓,嘉義市嘉義市彌陀路241~270號,23.6,3房/2廳/2衛,7 /共12層,43.12,6.71,--,--萬,6.5萬,280萬,600台灣嘉義市東區彌陀路237號,23.4684617,120.4657539,芳草里
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.57,10.57,--,--萬,6萬,338萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10412(實價),透天厝,嘉義市嘉義市泰瑞一街61~90號,20.3,4房/1廳/3衛,1 /共4層,62.34,28.44,--,--萬,12.5萬,778萬,600台灣嘉義市西區泰瑞一街48號,23.4838433,120.4257913,福安里
10412(實價),住宅大樓,嘉義市嘉義市南京路15巷1~30號,21.3,3房/2廳/2衛,10 /共12層,41.94,6.11,--,--萬,7.6萬,320萬,600台灣嘉義市西區南京路30號,23.4562023,120.4426332,獅子里
10412(實價),套房,嘉義市嘉義市光彩街511~540號,22.7,1房/1廳/1衛,3 /共8層,14.32,1.51,--,--萬,8.1萬,116萬,600台灣嘉義市西區光彩街491號,23.4778275,120.4457525,西榮里
10412(實價),透天厝,嘉義市嘉義市廣州街181~210號,26.3,6房/2廳/3衛,1 /共3層,68.69,32.37,--,--萬,12.5萬,860萬,600台灣嘉義市西區廣州街181號,23.4631221,120.4324537,福民里
10412(實價),透天厝,嘉義市嘉義市西平里12鄰博愛路二段429巷1~30號,41.3,3房/2廳/2衛,1 /共2層,26.34,15.73,--,--萬,8.7萬,230萬,600台灣嘉義市西區縱貫公路457號,23.4720414,120.431447,
10412(實價),華廈,嘉義市嘉義市國聖四街31~60號,18.4,3房/2廳/2衛,4 /共9層,45.47,7.76,--,--萬,7.1萬,325萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,保福里
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.07,10.48,--,--萬,6萬,335萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,--萬,6萬,337萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10412(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,11.2,3房/1廳/2衛,1 /共14層,56.39,10.54,--,--萬,6萬,337萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,--萬,5.4萬,317萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,--萬,5.4萬,317萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.12,13.96,--,--萬,5.4萬,317萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.15,13.97,--,--萬,5.4萬,318萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10412(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,11.2,3房/1廳/2衛,1 /共14層,59.03,13.94,--,--萬,5.4萬,317萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
