年月,房屋類型,地址,屋齡(年),格局,出售樓層/ 總樓層,建物坪數,土地坪數,車位坪數,每坪單價,成交總價
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄91~120號,0.1,3房/3廳/4衛,1 /共3層,53.3,30.22,--,12.4萬,662萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,4房/3廳/4衛,1 /共3層,50.44,30.25,--,12.8萬,648萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,4房/3廳/4衛,1 /共3層,53.3,30.28,--,12.2萬,652萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,53.3,30.31,--,12.2萬,649萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,53.3,30.34,--,12.2萬,652萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,55.68,36.13,--,13.3萬,742萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄91~120號,0.1,4房/3廳/4衛,1 /共3層,60.48,64.22,--,13.9萬,838萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄121~150號,0.1,4房/3廳/4衛,1 /共3層,59.42,40.42,--,12.3萬,730萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄121~150號,0.1,4房/3廳/4衛,1 /共3層,59.42,38.89,--,12.4萬,735萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄121~150號,0.1,3房/3廳/4衛,1 /共4層,66.62,55.51,--,13.7萬,910萬
10407(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.3,2房/1廳/1衛,7 /共20層,20.92,1.48,--,7.6萬,160萬
10407(實價),住宅大樓(含車位),嘉義市嘉義市保建街31~60號,22.1,3房/2廳/2衛,10 /共12層,43.59,7.44,--,8萬,350萬
10407(實價),住宅大樓,嘉義市嘉義市八德路301~330號,21,3房/2廳/2衛,11 /共12層,36.08,3.42,--,8萬,290萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,55.9,31.56,--,12.8萬,715萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,50.08,30.68,--,13.4萬,670萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,56.19,31.14,--,11.9萬,668萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,3房/3廳/4衛,1 /共3層,62.18,33.59,--,11.2萬,698萬
10407(實價),透天厝,嘉義市嘉義市北社尾路88巷31~60號,33.7,3房/2廳/2衛,1 /共2層,26.46,21.78,--,11.6萬,308萬
10407(實價),套房,嘉義市嘉義市文雅街140巷1~30號,19.1,1房/1廳/1衛,8 /共9層,20.45,3.29,--,9.8萬,200萬
10407(實價),透天厝,嘉義市嘉義市軍輝路281巷1~30號,0.2,4房/2廳/4衛,1 /共4層,62.06,28.6,--,14萬,868萬
10407(實價),純土地,盧厝段481~510地號,--,0房/0廳/0衛,0 /共0層,--,189.06,--,4.9萬,930萬
10407(實價),透天厝,嘉義市嘉義市五福街20巷25弄1~30號,38.3,4房/3廳/4衛,1 /共2層,26.57,18.15,--,20.8萬,552萬
10407(實價),透天厝(含車位),嘉義市嘉義市大賢路121~150號,0.2,5房/2廳/4衛,1 /共4層,85.8,40.94,--,17.2萬,1475萬
10407(實價),透天厝,嘉義市嘉義市長榮街31~60號,42,2房/2廳/2衛,1 /共2層,28.68,19.06,--,13.9萬,400萬
10407(實價),透天厝,嘉義市嘉義市民生南路510巷31~60號,35.2,4房/2廳/2衛,1 /共2層,36.82,33.28,--,11.1萬,410萬
10407(實價),華廈,嘉義市嘉義市大同路451~480號,20.9,3房/2廳/2衛,7 /共8層,38.41,5.92,--,10.5萬,402萬
10407(實價),純土地,中庄段991~1020地號,--,0房/0廳/0衛,0 /共0層,--,2.42,--,14.9萬,36萬
10407(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,6.66,--,2萬,13萬
10407(實價),透天厝,嘉義市嘉義市興業東路145巷61~90號,39.5,3房/2廳/2衛,1 /共2層,22.16,15.73,--,17.1萬,380萬
10407(實價),透天厝,嘉義市嘉義市育人路160巷61~90號,0.3,4房/3廳/5衛,1 /共3層,60.36,39.39,--,17.1萬,1030萬
10407(實價),純土地,山下段1~30地號,--,0房/0廳/0衛,0 /共0層,--,23.6,--,15.5萬,366萬
10407(實價),純土地,遠東段631~660地號,--,0房/0廳/0衛,0 /共0層,--,21.78,--,10萬,217萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄91~120號,0.1,4房/3廳/4衛,1 /共3層,59.42,38.29,--,11.8萬,700萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄121~150號,0.1,4房/3廳/4衛,1 /共3層,56.46,39.61,--,12.4萬,700萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄61~90號,0.1,4房/3廳/4衛,1 /共3層,53.3,30.37,--,12.2萬,650萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄91~120號,0.1,3房/3廳/4衛,1 /共3層,53.3,30.1,--,11.8萬,627萬
10407(實價),華廈,嘉義市嘉義市自強街195巷31~60號,19.8,3房/1廳/2衛,4 /共7層,24.9,4.13,--,9.6萬,239萬
10407(實價),住宅大樓,嘉義市嘉義市友愛路481~510號,15.7,3房/2廳/2衛,5 /共12層,37.47,4.31,--,9.3萬,350萬
10407(實價),公寓,嘉義市嘉義市五福街20巷25弄1~30號,38.3,4房/2廳/2衛,1 /共2層,26.42,18.15,--,7.2萬,190萬
10407(實價),透天厝,嘉義市嘉義市玉山路956巷15弄31~60號,0.1,4房/3廳/4衛,1 /共3層,51.56,31.22,--,12.8萬,660萬
10407(實價),透天厝,嘉義市嘉義市軍輝路124巷1~30號,34.2,4房/2廳/2衛,1 /共2層,34.45,26.62,--,3.5萬,120萬
10407(實價),純土地,新厝段691~720地號,--,0房/0廳/0衛,0 /共0層,--,59.59,--,2.5萬,148萬
10407(實價),透天厝,嘉義市嘉義市金龍街1~30號,31.3,3房/2廳/2衛,1 /共2層,40.99,0,--,0.6萬,25萬
10407(實價),純土地,竹圍子段91~120地號,--,0房/0廳/0衛,0 /共0層,--,22.08,--,10萬,220萬
10407(實價),住宅大樓(含車位),嘉義市嘉義市世賢路一段631~660號,21,4房/2廳/4衛,10 /共12層,70.99,6.77,--,7.5萬,530萬
10407(實價),透天厝,嘉義市嘉義市中興路726巷31~60號,8.6,4房/2廳/4衛,1 /共4層,59.88,30.99,--,17.1萬,1025萬
10407(實價),華廈,嘉義市嘉義市民生南路466巷35弄1~30號,20.7,3房/2廳/2衛,6 /共6層,24.58,5.12,--,9.2萬,226萬
10407(實價),住宅大樓,嘉義市嘉義市彌陀路151~180號,19.3,2房/2廳/2衛,15 /共20層,29.55,2.3,--,7.8萬,230萬
10407(實價),純土地,湖子內段湖內小段91~120地號,--,0房/0廳/0衛,0 /共0層,--,223.55,--,1萬,223萬
10407(實價),公寓,嘉義市嘉義市上海路121~150號,31.4,3房/2廳/2衛,3 /共5層,26.45,8.88,--,8.9萬,235萬
10407(實價),套房,嘉義市嘉義市福州五街1~30號,22.8,1房/1廳/1衛,4 /共7層,12.41,1.85,--,5.6萬,70萬
10407(實價),透天厝,嘉義市嘉義市彌陀路162巷1~30號,38.5,4房/2廳/3衛,1 /共2層,30.09,27.83,--,21.6萬,650萬
10407(實價),公寓,嘉義市嘉義市軍輝路91巷1~30號,22,3房/2廳/2衛,3 /共5層,39.67,18.04,--,6.3萬,250萬
10407(實價),住宅大樓,嘉義市嘉義市1~30號,15.7,3房/2廳/2衛,2 /共12層,40.3,4.31,--,8.9萬,360萬
10407(實價),純土地,下路頭段211~240地號,--,0房/0廳/0衛,0 /共0層,--,9.98,--,6.9萬,69萬
10407(實價),純土地,下路頭段211~240地號,--,0房/0廳/0衛,0 /共0層,--,9.98,--,6.9萬,69萬
10407(實價),住宅大樓(含車位),嘉義市嘉義市新榮路1~30號,10.8,3房/2廳/2衛,14 /共14層,59.17,13.99,--,8.4萬,500萬
10407(實價),華廈,嘉義市嘉義市興業東路271~300號,22.2,2房/1廳/1衛,2 /共7層,14.44,2.76,--,11.1萬,160萬
10407(實價),透天厝,嘉義市嘉義市忠孝路418巷1~30號,46,2房/1廳/1衛,1 /共2層,14.31,11.8,--,7.5萬,108萬
10407(實價),華廈,嘉義市嘉義市東區興業東路271~300號,29.2,3房/2廳/2衛,4 /共10層,33.67,5.05,--,8.3萬,280萬
10407(實價),華廈,嘉義市嘉義市康樂街91~120號,22,3房/1廳/2衛,3 /共6層,32.04,6.61,--,9.1萬,290萬
10407(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,21.1,3房/2廳/2衛,8 /共13層,53.32,6.78,--,9.8萬,520萬
10407(實價),住宅大樓,嘉義市嘉義市八德路301~330號,20.7,3房/2廳/2衛,16 /共16層,36.77,4.5,--,9.8萬,360萬
10407(實價),透天厝,嘉義市嘉義市大業街211~240號,26.4,4房/2廳/3衛,1 /共2層,42.78,25.41,--,14.3萬,610萬
10407(實價),套房,嘉義市嘉義市文雅街140巷1~30號,19.1,1房/1廳/1衛,5 /共9層,11.91,1.81,--,9.7萬,116萬
10407(實價),透天厝,嘉義市嘉義市新民路416巷40弄1~30號,31.5,3房/2廳/3衛,1 /共2層,14.73,11.95,--,10.2萬,150萬
10407(實價),透天厝(含車位),嘉義市嘉義市大賢路121~150號,0.2,5房/2廳/4衛,1 /共4層,86.9,40.9,--,17.5萬,1520萬
10407(實價),公寓,嘉義市嘉義市西榮街1~30號,26.1,3房/2廳/1衛,5 /共5層,39.41,11.99,--,5.1萬,200萬
10407(實價),透天厝,嘉義市嘉義市保仁三街1~30號,0.6,4房/3廳/4衛,1 /共4層,59.61,26.32,--,15.6萬,930萬
10407(實價),透天厝,嘉義市嘉義市新民路186巷61~90號,0.3,3房/2廳/3衛,1 /共3層,62.52,28.74,--,13萬,810萬
10407(實價),純土地,下埤段241~270地號,--,0房/0廳/0衛,0 /共0層,--,57.04,--,3.2萬,185萬
10407(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.3,3房/2廳/2衛,1 /共22層,44.63,5.6,--,11.4萬,510萬
10407(實價),住宅大樓,嘉義市嘉義市國揚三街1~30號,20.5,4房/2廳/2衛,9 /共12層,52.59,0,--,4萬,210萬
10407(實價),純土地,遠東段151~180地號,--,0房/0廳/0衛,0 /共0層,--,306.74,--,6.5萬,1993萬
10407(實價),華廈,嘉義市嘉義市友愛路149巷1~30號,22.4,2房/2廳/2衛,4 /共7層,35.89,5.9,--,7.9萬,283萬
10407(實價),透天厝,嘉義市嘉義市玉山路800巷2弄1~30號,37.7,3房/2廳/1衛,1 /共1層,18.91,40.69,--,16.3萬,308萬
10407(實價),純土地,湖子內段湖內小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,394.76,--,2.5萬,986萬
10407(實價),套房,嘉義市嘉義市小雅路331~360號,22.1,1房/1廳/1衛,8 /共12層,8.32,1.06,--,6.4萬,53萬
10407(實價),套房,嘉義市嘉義市小雅路331~360號,22.1,1房/1廳/1衛,11 /共12層,8.4,1.06,--,6.2萬,52萬
10407(實價),套房,嘉義市嘉義市小雅路331~360號,22.1,1房/1廳/1衛,9 /共12層,8.15,1.06,--,6.4萬,52萬
10407(實價),純土地,竹村段1081~1110地號,--,0房/0廳/0衛,0 /共0層,--,813.7,--,3.6萬,2929萬
10407(實價),住宅大樓,嘉義市嘉義市福州七街61~90號,21.8,3房/2廳/2衛,6 /共12層,38.21,4.34,--,6.5萬,250萬
10407(實價),透天厝,嘉義市嘉義市民生南路608巷61~90號,36.3,3房/2廳/1衛,1 /共2層,31.84,25.41,--,11.6萬,370萬
10407(實價),住宅大樓,嘉義市嘉義市仁愛路331~360號,19.5,1房/1廳/1衛,14 /共14層,11.75,1.19,--,8.9萬,105萬
10407(實價),住宅大樓,嘉義市嘉義市興村街61~90號,24.1,2房/1廳/1衛,11 /共15層,24.09,2.84,--,9.5萬,230萬
10407(實價),華廈,嘉義市嘉義市小雅路513巷1~30號,23.6,3房/1廳/1衛,4 /共7層,32.7,6.15,--,8.9萬,292萬
10407(實價),透天厝,嘉義市嘉義市大聖南街1~30號,0.3,4房/2廳/5衛,1 /共4層,102.38,58.64,--,17.6萬,1800萬
10407(實價),純土地,台斗坑段301~330地號,--,0房/0廳/0衛,0 /共0層,--,9.08,--,10.5萬,95萬
10407(實價),純土地,竹圍子段301~330地號,--,0房/0廳/0衛,0 /共0層,--,7.56,--,15.6萬,117萬
10407(實價),純土地,溪東段151~180地號,--,0房/0廳/0衛,0 /共0層,--,1.85,--,3.7萬,6萬
10407(實價),住宅大樓,嘉義市嘉義市永福一街1~30號,20.6,3房/1廳/2衛,11 /共13層,36.53,4.34,--,8.8萬,320萬
10407(實價),透天厝,嘉義市嘉義市維新路160巷1~30號,40.8,4房/2廳/2衛,1 /共2層,27.1,23.6,--,12.7萬,345萬
10407(實價),透天厝,嘉義市嘉義市保建街31~60號,4.7,7房/3廳/5衛,1 /共4層,117.03,44.08,--,18.7萬,2188萬
10407(實價),透天厝,嘉義市嘉義市大業街1~30號,27.2,4房/1廳/3衛,1 /共3層,31.21,15.73,--,21.8萬,680萬
10407(實價),透天厝,嘉義市嘉義市軍輝路281巷31~60號,0.2,4房/2廳/4衛,1 /共4層,62.02,30.42,--,13.7萬,850萬
10407(實價),透天厝,嘉義市嘉義市南京路331~360號,21.5,21房/2廳/21衛,1 /共5層,110.84,33.28,--,19.7萬,2180萬
10407(實價),純土地,盧東段1081~1110地號,--,0房/0廳/0衛,0 /共0層,--,55.84,--,7.5萬,421萬
10407(實價),華廈(含車位),嘉義市嘉義市大同路451~480號,20.9,3房/2廳/2衛,5 /共8層,51.01,7.33,--,8.2萬,420萬
10407(實價),住宅大樓,嘉義市嘉義市興雅路61~90號,20.7,3房/2廳/2衛,7 /共12層,31.49,2.36,--,7.9萬,250萬
10407(實價),套房,嘉義市嘉義市廣州街211~240號,21.3,1房/1廳/1衛,5 /共7層,11.71,2.06,--,7.5萬,88萬
10407(實價),純土地,下路頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,12.4,--,9.7萬,120萬
10407(實價),純土地,八掌段421~450地號,--,0房/0廳/0衛,0 /共0層,--,301.1,--,3.7萬,1100萬
10407(實價),純土地,竹圍子段271~300地號,--,0房/0廳/0衛,0 /共0層,--,22.99,--,30萬,690萬
10407(實價),透天厝,嘉義市嘉義市興業東路62巷31~60號,50.8,3房/2廳/2衛,1 /共2層,23.03,38.12,--,23.2萬,533萬
10407(實價),純土地,港子坪段港坪小段211~240地號,--,0房/0廳/0衛,0 /共0層,--,35.09,--,12.1萬,425萬
10407(實價),透天厝,嘉義市嘉義市保義路121~150號,33.6,6房/2廳/4衛,1 /共3層,32.04,17.75,--,3.3萬,105萬
10407(實價),透天厝,嘉義市嘉義市新龍街31~60號,0.2,4房/3廳/3衛,1 /共3層,62.38,30.86,--,18.4萬,1150萬
10407(實價),透天厝,嘉義市嘉義市新龍街31~60號,0.2,4房/3廳/3衛,1 /共3層,59.91,28.74,--,19.2萬,1150萬
10407(實價),透天厝,嘉義市嘉義市南興路271~300號,0.9,4房/2廳/5衛,1 /共3層,67.95,31.76,--,25萬,1700萬
10407(實價),純土地,玉川段121~150地號,--,0房/0廳/0衛,0 /共0層,--,26.62,--,7萬,185萬
10407(實價),住宅大樓,嘉義市嘉義市世賢路一段601~630號,21,3房/2廳/3衛,1 /共12層,49.96,5.07,--,19.6萬,980萬
10407(實價),純土地,鹿寮段601~630地號,--,0房/0廳/0衛,0 /共0層,--,26.92,--,3.7萬,100萬
10407(實價),純土地,頂庄段391~420地號,--,0房/0廳/0衛,0 /共0層,--,15.49,--,1.2萬,18萬
10407(實價),透天厝,嘉義市嘉義市林森東路163巷1~30號,40.2,3房/2廳/2衛,1 /共2層,31.51,25.71,--,11.3萬,355萬
10407(實價),華廈,嘉義市嘉義市垂楊路61~90號,22,3房/2廳/2衛,5 /共7層,35.67,6.38,--,8.4萬,300萬
10407(實價),套房,嘉義市嘉義市文雅街116巷1~30號,19.1,1房/1廳/1衛,3 /共9層,13.47,2.14,--,7.6萬,103萬
10407(實價),華廈,嘉義市嘉義市永福三街1~30號,22.7,3房/2廳/2衛,4 /共7層,38.41,6.48,--,9.8萬,375萬
10407(實價),華廈,嘉義市嘉義市友孝路151~180號,21.2,2房/1廳/1衛,5 /共9層,24.06,2.69,--,9.8萬,235萬
10407(實價),透天厝,嘉義市嘉義市嘉義市東區芳安里335巷1~30號,35.5,4房/2廳/1衛,1 /共4層,38.48,19.97,--,9.9萬,380萬
10407(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,10.7,3房/2廳/2衛,4 /共14層,61.96,14.71,--,8.6萬,535萬
10407(實價),住宅大樓(含車位),嘉義市嘉義市興業西路121~150號,10.7,3房/3廳/3衛,6 /共14層,56.58,8.95,--,10.3萬,581萬
10407(實價),純土地,崎頂段181~210地號,--,0房/0廳/0衛,0 /共0層,--,727.51,--,0.6萬,450萬
10407(實價),純土地,白川段31~60地號,--,0房/0廳/0衛,0 /共0層,--,3.03,--,9.9萬,30萬
10407(實價),透天厝,嘉義市嘉義市圓福街121~150號,42.6,2房/2廳/2衛,1 /共2層,25.28,22.08,--,22.1萬,560萬
10407(實價),華廈,嘉義市嘉義市共和路61~90號,34.3,1房/1廳/1衛,9 /共9層,6.32,1.16,--,4.7萬,30萬
10407(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.3,4房/2廳/2衛,15 /共22層,43.55,5.35,--,8.7萬,380萬
10407(實價),住宅大樓,嘉義市嘉義市小雅路151~180號,22.1,7房/0廳/7衛,1 /共16層,70.81,8.46,--,5.7萬,402萬
10407(實價),透天厝,嘉義市嘉義市永吉三街46巷3弄1~30號,41.5,2房/1廳/1衛,1 /共2層,19.7,19.06,--,9.6萬,190萬
10407(實價),透天厝,嘉義市嘉義市東區大雅路一段368巷66弄1~30號,19.7,5房/3廳/3衛,1 /共4層,72.17,30.34,--,11.8萬,850萬
10407(實價),住宅大樓,嘉義市嘉義市博愛路一段481~510號,20.6,2房/1廳/1衛,7 /共12層,25.58,3.71,--,11.3萬,288萬
10407(實價),純土地,劉厝段玉山小段151~180地號,--,0房/0廳/0衛,0 /共0層,--,50.46,--,17萬,857萬
10407(實價),公寓,嘉義市嘉義市大業街61~90號,33.8,3房/1廳/2衛,2 /共5層,28.78,8.47,--,6.4萬,185萬
10407(實價),透天厝,嘉義市嘉義市自強街195巷1~30號,24.5,5房/2廳/2衛,1 /共4層,99.84,28.5,--,7.6萬,760萬
10407(實價),純土地,盧東段271~300地號,--,0房/0廳/0衛,0 /共0層,--,2.25,--,10.2萬,22萬
10407(實價),套房,嘉義市嘉義市溫州二街91~120號,23.7,1房/1廳/1衛,2 /共6層,12.48,2.41,--,6.3萬,78萬
10407(實價),套房,嘉義市嘉義市溫州二街91~120號,23.7,1房/1廳/1衛,3 /共6層,14.62,2.8,--,5.3萬,78萬
10407(實價),純土地,遠東段121~150地號,--,0房/0廳/0衛,0 /共0層,--,104.06,--,8萬,832萬
10407(實價),華廈,嘉義市嘉義市彌陀路238巷59弄1~30號,25.4,4房/1廳/2衛,3 /共7層,43.49,8.9,--,2.2萬,94萬
10407(實價),純土地,北園段1651~1680地號,--,0房/0廳/0衛,0 /共0層,--,266.71,--,3.3萬,872萬
10407(實價),住宅大樓,嘉義市嘉義市玉山路240巷1~30號,21,3房/1廳/2衛,12 /共12層,32.41,3.03,--,5.9萬,190萬
10407(實價),透天厝,嘉義市嘉義市民生南路510巷61~90號,34.6,3房/2廳/3衛,1 /共2層,32,24.5,--,10.6萬,340萬
10406(實價),純土地,竹圍子段31~60地號,--,0房/0廳/0衛,0 /共0層,--,817.96,--,16萬,13128萬
10406(實價),店面(店鋪),嘉義市嘉義市仁愛路541~570號,17.8,0房/0廳/0衛,2 /共8層,2243.69,370.56,--,14.3萬,32000萬
10406(實價),透天厝,嘉義市嘉義市芳安路17巷91~120號,38,4房/1廳/2衛,1 /共2層,22.85,23.6,--,9.6萬,220萬
10406(實價),純土地,長竹段901~930地號,--,0房/0廳/0衛,0 /共0層,--,82,--,11.1萬,911萬
10406(實價),透天厝,嘉義市嘉義市西榮街151~180號,53.7,0房/0廳/0衛,1 /共3層,66.25,36,--,13.2萬,876萬
10406(實價),華廈,嘉義市嘉義市小雅路513巷1~30號,22,3房/2廳/2衛,1 /共6層,43.95,7.87,--,9.5萬,417萬
10406(實價),套房,嘉義市嘉義市民生南路271~300號,26.3,1房/1廳/1衛,7 /共7層,21.04,3.96,--,6.4萬,135萬
10406(實價),透天厝,嘉義市嘉義市臺斗街241~270號,33.5,4房/2廳/3衛,1 /共2層,34.98,29.65,--,10萬,350萬
10406(實價),透天厝,嘉義市嘉義市軍輝路281巷1~30號,0.1,4房/2廳/4衛,1 /共4層,60.9,27.39,--,14萬,850萬
10406(實價),純土地,竹圍子段二小段391~420地號,--,0房/0廳/0衛,0 /共0層,--,38.27,--,10.2萬,390萬
10406(實價),透天厝,嘉義市嘉義市大聖南街1~30號,0.2,4房/2廳/5衛,1 /共4層,101.07,57.14,--,18.1萬,1830萬
10406(實價),純土地,竹圍子段三小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,920.21,--,28.1萬,25820萬
10406(實價),透天厝,嘉義市嘉義市玉山路31~60號,83.3,0房/0廳/0衛,1 /共2層,174.47,854.56,--,58.8萬,10254萬
10406(實價),純土地,東川段631~660地號,--,0房/0廳/0衛,0 /共0層,--,862.73,--,1萬,862萬
10406(實價),透天厝,嘉義市嘉義市保義路181~210號,31.4,6房/2廳/3衛,1 /共3層,73.68,28.23,--,4.9萬,360萬
10406(實價),店面(店鋪),嘉義市嘉義市中山路451~480號,56.9,2房/2廳/2衛,2 /共3層,34.41,23.9,--,72.6萬,2500萬
10406(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.2,4房/2廳/5衛,1 /共4層,65.9,33.55,--,21.9萬,1440萬
10406(實價),純土地,大溪段781~810地號,--,0房/0廳/0衛,0 /共0層,--,7.34,--,3.1萬,22萬
10406(實價),純土地,大溪段751~780地號,--,0房/0廳/0衛,0 /共0層,--,383.12,--,3.1萬,1187萬
10406(實價),透天厝,嘉義市嘉義市彌陀路192巷26弄1~30號,36.8,3房/2廳/2衛,1 /共2層,27.61,19.06,--,17.7萬,490萬
10406(實價),住宅大樓,嘉義市嘉義市小雅路151~180號,22,7房/1廳/7衛,1 /共16層,70.81,8.46,--,5.8萬,410萬
10406(實價),透天厝,嘉義市嘉義市保安一路361~390號,31.2,4房/2廳/3衛,1 /共2層,33.98,26.92,--,17萬,578萬
10406(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.7,4房/3廳/5衛,1 /共3層,60.9,33.28,--,14.8萬,899萬
10406(實價),純土地,北社尾段保安小段661~690地號,--,0房/0廳/0衛,0 /共0層,--,63.22,--,16.8萬,1062萬
10406(實價),華廈,嘉義市嘉義市福州五街1~30號,22.8,1房/0廳/1衛,4 /共7層,12.32,1.61,--,6.6萬,81萬
10406(實價),華廈,嘉義市嘉義市杭州四街61~90號,26.4,3房/2廳/2衛,6 /共7層,37.82,8.4,--,7.3萬,276萬
10406(實價),透天厝,嘉義市嘉義市忠孝北街33巷8弄1~30號,2.7,4房/2廳/4衛,1 /共3層,52.7,28.74,--,13.7萬,722萬
10406(實價),套房,嘉義市嘉義市新民路707巷1~30號,18.1,1房/0廳/1衛,4 /共7層,9.86,1.98,--,7.5萬,74萬
10406(實價),華廈,嘉義市嘉義市建成街181~210號,24.7,1房/1廳/1衛,4 /共7層,11.38,2.46,--,8.8萬,100萬
10406(實價),透天厝,嘉義市嘉義市重慶二街148巷31~60號,21.3,6房/3廳/3衛,1 /共4層,56.88,24.77,--,8.3萬,472萬
10406(實價),透天厝,嘉義市嘉義市忠孝路211~240號,18.1,4房/2廳/2衛,1 /共3層,28.8,16.03,--,27.8萬,800萬
10406(實價),華廈,嘉義市嘉義市錦州一街31~60號,24.1,1房/1廳/1衛,5 /共6層,10.75,1.71,--,9.8萬,105萬
10406(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.1,3房/2廳/2衛,2 /共15層,38.47,6.56,--,8.3萬,320萬
10406(實價),透天厝,嘉義市嘉義市友忠路750巷1~30號,0.8,5房/2廳/4衛,1 /共4層,73.46,43.26,--,14萬,1030萬
10406(實價),華廈,嘉義市嘉義市自強街195巷31~60號,24.6,2房/1廳/1衛,2 /共8層,21.07,3,--,8.5萬,180萬
10406(實價),住宅大樓,嘉義市嘉義市蘭井街331~360號,19.6,3房/2廳/2衛,11 /共16層,36.38,4.5,--,10.6萬,386萬
