年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10406(實價),透天厝,嘉義市嘉義市東義路1~30號,39.6,3房/3廳/2衛,1 /共2層,27.4,20.27,--,--萬,16.4萬,450萬,600台灣嘉義市東區東義路1號,23.491339,120.467834,新店里
10406(實價),透天厝,嘉義市嘉義市福全街31巷31~60號,0.2,5房/3廳/5衛,1 /共3層,72.17,39.93,--,--萬,15.9萬,1150萬,600台灣嘉義市西區福全街31巷31號,23.4778141,120.4320579,福全里
10406(實價),透天厝,嘉義市嘉義市民族路871~900號,2.8,4房/2廳/3衛,1 /共3層,67.78,28.44,--,--萬,19.2萬,1300萬,600台灣嘉義市西區民族路901號,23.4748286,120.4382463,永和里
10406(實價),透天厝,嘉義市嘉義市自強街84巷103弄1~30號,37.2,5房/3廳/3衛,1 /共2層,30.75,20.57,--,--萬,17.2萬,530萬,600台灣嘉義市西區自強街84巷30號,23.4655348,120.4217281,劉厝里
10406(實價),公寓,嘉義市嘉義市中庄里臺斗街181~210號,31,3房/2廳/2衛,2 /共5層,33.4,9.24,--,--萬,9.6萬,320萬,600台灣嘉義市東區台斗街163號,23.494294,120.4510584,中庄里
10406(實價),套房,嘉義市嘉義市小雅路181~210號,22,1房/1廳/1衛,12 /共16層,14.44,1.73,--,--萬,6.2萬,90萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里
10406(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.2,4房/2廳/5衛,1 /共4層,70.47,34.9,--,--萬,20.6萬,1450萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路365巷118弄1~30號,32.4,4房/2廳/2衛,1 /共2層,46.49,40.54,--,--萬,11.8萬,550萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10406(實價),透天厝,嘉義市嘉義市文化路694巷1~30號,21.5,5房/3廳/4衛,1 /共4層,62.3,23.84,--,--萬,12.5萬,780萬,600台灣嘉義市西區垂楊路402號,23.4741274,120.4497741,文化里
10406(實價),套房,嘉義市嘉義市建成街181~210號,24.7,1房/1廳/1衛,5 /共7層,11.38,2.46,--,--萬,7.5萬,85萬,600台灣嘉義市西區建成街195號,23.4687551,120.4375142,車店里
10406(實價),住宅大樓,嘉義市嘉義市國揚一街1~30號,20.4,4房/2廳/2衛,10 /共12層,52.59,0,--,--萬,3.8萬,200萬,600台灣嘉義市西區國揚一街16號,23.4871555,120.4283775,保福里
10406(實價),透天厝,嘉義市嘉義市立仁路99巷1~30號,41.4,2房/2廳/2衛,1 /共2層,21.74,15.73,--,--萬,12.9萬,280萬,600台灣嘉義市東區立仁路100號,23.4651349,120.4644114,芳草里
10406(實價),透天厝,嘉義市嘉義市向榮街1~30號,55.9,3房/1廳/2衛,1 /共2層,15.7,12.1,--,--萬,19.1萬,300萬,600台灣嘉義市西區向榮街2號,23.4891389,120.4469142,北榮里
10406(實價),透天厝,嘉義市嘉義市永利一街1~30號,9.6,4房/3廳/3衛,1 /共4層,61.37,32.07,--,--萬,12.4萬,760萬,600台灣嘉義市西區永吉一街1號,23.4925436,120.4378145,新厝里
10406(實價),公寓,嘉義市嘉義市光彩街463巷1~30號,20.1,3房/2廳/2衛,3 /共3層,26.56,0,--,--萬,5.6萬,150萬,600台灣嘉義市西區光彩街357-1號,23.4781273,120.4496837,文化里
10406(實價),透天厝,嘉義市嘉義市義教街31~60號,26.2,3房/2廳/2衛,1 /共2層,40.63,22.99,--,--萬,11.9萬,485萬,600台灣嘉義市東區義教街31號,23.4934508,120.4677096,新店里
10406(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22,3房/2廳/2衛,9 /共16層,37.07,4.43,--,--萬,9萬,335萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里
10406(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.2,4房/2廳/5衛,1 /共4層,65.94,33.56,--,--萬,21.7萬,1430萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10406(實價),透天厝,嘉義市嘉義市軍輝路281巷1~30號,0.1,4房/2廳/4衛,1 /共4層,60.9,27.39,--,--萬,13.3萬,810萬,600台灣嘉義市東區軍輝路91巷1號,23.4560228,120.4618719,興仁里
10406(實價),透天厝,嘉義市嘉義市軍輝路281巷1~30號,0.1,4房/2廳/4衛,1 /共4層,60.92,27.39,--,--萬,13.3萬,810萬,600台灣嘉義市東區軍輝路91巷1號,23.4560228,120.4618719,興仁里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路224巷1~30號,43.9,4房/2廳/2衛,1 /共2層,24.43,17.24,--,--萬,6.1萬,150萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10406(實價),透天厝,嘉義市嘉義市海口寮路91~120號,1.1,4房/3廳/4衛,1 /共3層,80.96,42.05,--,--萬,13.6萬,1100萬,600台灣嘉義市西區海口寮路91號,23.4970252,120.4317605,北新里
10406(實價),透天厝,嘉義市嘉義市林森東路679巷1~30號,40.8,2房/2廳/1衛,1 /共2層,11.99,8.47,--,--萬,1.7萬,20萬,600台灣嘉義市東區林森東路269巷1弄30號,23.4901012,120.4654374,新店里
10406(實價),華廈(含車位),嘉義市嘉義市中興路31~60號,26.8,0房/0廳/2衛,8 /共10層,173.19,16.11,--,--萬,4.7萬,812萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10406(實價),透天厝,嘉義市嘉義市公明路110巷1~30號,43.1,4房/2廳/2衛,1 /共2層,31.5,25.11,--,--萬,15.9萬,500萬,600台灣嘉義市東區公明路30號,23.481055,120.4615185,華南里
10406(實價),住宅大樓,嘉義市嘉義市新榮路1~30號,10.6,3房/2廳/2衛,8 /共14層,55.55,11.43,--,--萬,8.6萬,480萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10406(實價),住宅大樓,嘉義市嘉義市南京路15巷1~30號,20.8,3房/2廳/2衛,11 /共12層,41.41,6.11,--,--萬,7.5萬,310萬,600台灣嘉義市西區南京路30號,23.4562023,120.4426332,獅子里
10406(實價),住宅大樓(含車位),嘉義市嘉義市德明路61~90號,19.8,4房/2廳/2衛,9 /共18層,49.56,4.15,--,--萬,6.6萬,328萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10406(實價),透天厝,嘉義市嘉義市興業東路62巷31~60號,--,3房/2廳/2衛,1 /共2層,22.75,24.2,--,--萬,17.4萬,395萬,600台灣嘉義市東區興業東路62巷31號,23.468806,120.455445,安業里
10406(實價),透天厝,嘉義市嘉義市大信街1~30號,3.1,4房/2廳/3衛,1 /共4層,62.69,30.12,--,--萬,16.1萬,1010萬,600台灣嘉義市西區大信街30號,23.4670192,120.4180346,劉厝里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路206巷1~30號,36.6,3房/2廳/2衛,1 /共2層,26.39,24.81,--,--萬,8.9萬,236萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10406(實價),透天厝,嘉義市嘉義市東義路48巷1~30號,38.3,3房/2廳/2衛,1 /共2層,25.36,18.45,--,--萬,17.4萬,440萬,600台灣嘉義市東區東義路109巷1號,23.4950314,120.4688871,後庄里
10406(實價),透天厝,嘉義市嘉義市林森東路361~390號,7.3,4房/2廳/3衛,1 /共4層,104.7,51.12,--,--萬,11.9萬,1250萬,600台灣嘉義市東區林森東路390號,23.4904465,120.4679174,後庄里
10406(實價),透天厝,嘉義市嘉義市彌陀路70巷61~90號,35.5,3房/2廳/2衛,1 /共2層,32.71,24.5,--,--萬,19.7萬,645萬,600台灣嘉義市東區彌陀路70巷61號,23.466646,120.4692237,蘭潭里
10406(實價),透天厝,嘉義市嘉義市玉山路301~330號,36.3,3房/2廳/3衛,1 /共2層,33.59,26.02,--,--萬,12.5萬,420萬,600台灣嘉義市西區玉山路290號,23.471486,120.423007,港坪里
10406(實價),住宅大樓(含車位),嘉義市嘉義市臺斗街31~60號,15.9,3房/2廳/2衛,4 /共11層,46.43,6.38,--,--萬,7.2萬,335萬,600台灣嘉義市東區台斗街31號,23.4909592,120.4514337,中庄里
10406(實價),華廈,嘉義市嘉義市國華街271~300號,26.6,3房/2廳/2衛,3 /共7層,28.93,4.76,--,--萬,8.6萬,250萬,600台灣嘉義市西區國華街269-273號,23.4800326,120.4484134,國華里
10406(實價),套房,嘉義市嘉義市小雅路181~210號,22,1房/1廳/1衛,12 /共16層,11.84,1.4,--,--萬,5.5萬,65萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路37巷1~30號,0.3,4房/2廳/5衛,1 /共4層,85.72,29.95,--,--萬,18.4萬,1580萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10406(實價),透天厝,嘉義市嘉義市民權路61~90號,41,4房/2廳/3衛,1 /共2層,32.46,24.5,--,--萬,44.1萬,1430萬,600台灣嘉義市東區民權路90號,23.483832,120.4594724,中山里
10406(實價),透天厝,嘉義市嘉義市忠孝北街141巷2弄1~30號,7.7,5房/2廳/4衛,1 /共3層,48.32,49.91,--,--萬,15.3萬,740萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10406(實價),住宅大樓,嘉義市嘉義市蘭井街151~180號,22.3,3房/2廳/2衛,5 /共14層,43.53,6.21,--,--萬,8.8萬,382萬,600台灣嘉義市東區蘭井街155號,23.4775913,120.4516521,中央里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路365巷121~150號,27.5,3房/2廳/2衛,1 /共3層,44.36,29.04,--,--萬,12.6萬,560萬,600台灣嘉義市東區吳鳳南路365巷121號,23.4647288,120.4584901,安寮里
10406(實價),透天厝,嘉義市嘉義市融和街1~30號,50.5,4房/2廳/3衛,1 /共2層,23.52,22.99,--,--萬,15.5萬,365萬,600台灣嘉義市東區融和街1號,23.4751566,120.4596264,朝陽里
10406(實價),透天厝,嘉義市嘉義市老吸街3巷31~60號,47.3,2房/1廳/1衛,1 /共1層,12.42,24.2,--,--萬,23.7萬,295萬,600台灣嘉義市西區老吸街3巷31號,23.471271,120.437666,新西里
10406(實價),套房,嘉義市嘉義市小雅路331~360號,22,1房/0廳/1衛,11 /共12層,8.32,1.06,--,--萬,6.6萬,55萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里
10406(實價),套房,嘉義市嘉義市民生南路271~300號,26.3,1房/1廳/1衛,4 /共7層,9.51,1.44,--,--萬,6.8萬,65萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10406(實價),透天厝,嘉義市嘉義市玉山路541~570號,1.2,5房/3廳/5衛,1 /共5層,74.19,35.86,--,--萬,22.8萬,1690萬,600台灣嘉義市西區玉山路523-543號,23.4699774,120.4170123,劉厝里
10406(實價),透天厝,嘉義市嘉義市林森東路691巷56弄1~30號,38.2,3房/1廳/1衛,1 /共1層,19.82,28.44,--,--萬,10.1萬,200萬,600台灣嘉義市東區林森東路269巷1弄30號,23.4901012,120.4654374,新店里
10406(實價),透天厝,嘉義市嘉義市吉林街91~120號,36.2,2房/2廳/2衛,1 /共2層,33.96,41.75,--,--萬,11.2萬,380萬,600台灣嘉義市西區吉林街88-92號,23.4936902,120.4359302,保生里
10406(實價),透天厝,嘉義市嘉義市大愛街1~30號,12.2,4房/1廳/3衛,1 /共3層,53.74,30.92,--,--萬,11.2萬,600萬,600台灣嘉義市西區大愛街1號,23.4663923,120.41791,劉厝里
10406(實價),透天厝(含車位),嘉義市嘉義市大賢路91~120號,0.1,5房/2廳/4衛,1 /共4層,85.93,40.9,--,--萬,17.5萬,1500萬,600台灣嘉義市西區大賢路39號,23.4625481,120.4159563,劉厝里
10406(實價),透天厝(含車位),嘉義市嘉義市大賢路91~120號,0.1,5房/2廳/4衛,1 /共4層,86.12,40.9,--,--萬,17.9萬,1540萬,600台灣嘉義市西區大賢路39號,23.4625481,120.4159563,劉厝里
10406(實價),透天厝(含車位),嘉義市嘉義市大富路31~60號,0.1,6房/3廳/4衛,1 /共4層,84.36,47.48,--,--萬,21.2萬,1788萬,600台灣嘉義市西區大富路71號,23.464085,120.4151078,劉厝里
10406(實價),透天厝(含車位),嘉義市嘉義市大富路31~60號,0.1,5房/2廳/4衛,1 /共4層,70.96,34.25,--,--萬,18.5萬,1310萬,600台灣嘉義市西區大富路71號,23.464085,120.4151078,劉厝里
10406(實價),住宅大樓(含車位),嘉義市嘉義市興業西路181~210號,10.6,3房/2廳/2衛,2 /共14層,53.75,9.75,--,--萬,9.3萬,500萬,600台灣嘉義市西區興業西路136-140號,23.4681898,120.4421177,自強里
10406(實價),套房,嘉義市嘉義市文雅街116巷1~30號,19,1房/1廳/1衛,8 /共9層,11.82,1.81,--,--萬,7.6萬,90萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里
10406(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,22.1,3房/2廳/2衛,12 /共15層,23.97,6.56,--,--萬,13.8萬,330萬,600台灣嘉義市東區圓福街118巷2弄108號,23.488141,120.467014,王田里
10406(實價),住宅大樓(含車位),嘉義市嘉義市博東路91~120號,17.3,3房/2廳/2衛,13 /共22層,34.62,2.92,--,--萬,8.3萬,288萬,600台灣嘉義市東區博東路24-80號,23.4905823,120.4615667,太平里
10406(實價),公寓,嘉義市嘉義市民生南路608巷151~180號,29.8,2房/1廳/1衛,3 /共5層,26.2,6.21,--,--萬,6.4萬,168萬,600台灣嘉義市西區民生南路608巷180號,23.4576694,120.4408412,獅子里
10406(實價),透天厝,嘉義市嘉義市泰瑞二街31~60號,22.5,5房/3廳/4衛,1 /共5層,82.37,18.76,--,--萬,9.2萬,760萬,600台灣嘉義市西區泰瑞二街60號,23.4856156,120.4257896,福安里
10406(實價),透天厝,嘉義市嘉義市錦州一街61~90號,19.7,4房/2廳/3衛,1 /共4層,68.78,23.6,--,--萬,16.1萬,1110萬,600台灣嘉義市西區錦州一街61號,23.4645118,120.4357456,福民里
10406(實價),透天厝,嘉義市嘉義市自由路391~420號,3.3,4房/2廳/3衛,1 /共4層,52.11,25.11,--,--萬,18.6萬,970萬,600台灣嘉義市西區自由路391號,23.4922147,120.4315143,保安里
10406(實價),透天厝,嘉義市嘉義市大和街61~90號,4,5房/2廳/4衛,1 /共4層,82.09,47.95,--,--萬,19.5萬,1600萬,600台灣嘉義市西區大和街51號,23.4682179,120.4172237,劉厝里
10406(實價),套房,嘉義市嘉義市福州五街31~60號,21.8,1房/1廳/1衛,4 /共6層,12.43,2.67,--,--萬,7.2萬,89萬,600台灣嘉義市西區福州五街60號,23.4619166,120.4350844,福民里
10406(實價),華廈,嘉義市嘉義市金龍街31~60號,21.5,3房/2廳/2衛,1 /共7層,34.54,7.58,--,--萬,9.2萬,316萬,600台灣嘉義市東區金龍街33-35號,23.4789667,120.4707766,東川里
10406(實價),透天厝,嘉義市嘉義市福州六街1~30號,27.6,5房/2廳/2衛,1 /共2層,34.1,25.71,--,--萬,18.8萬,640萬,600台灣嘉義市西區福州六街1號,23.4633687,120.4312435,福民里
10406(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,10.6,3房/2廳/2衛,10 /共14層,55.55,11.43,--,--萬,9.3萬,518萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10406(實價),住宅大樓,嘉義市嘉義市興村街61~90號,24,3房/1廳/1衛,6 /共15層,24.09,2.84,--,--萬,9.9萬,238萬,600台灣嘉義市東區興村街47號,23.4551162,120.4576823,興村里
10406(實價),住宅大樓,嘉義市嘉義市垂楊路301~330號,25.9,3房/2廳/2衛,12 /共12層,37.49,4.81,--,--萬,11.7萬,438萬,600台灣嘉義市西區垂楊路309號,23.473459,120.447444,導明里
10406(實價),住宅大樓,嘉義市嘉義市蘭井街151~180號,22.3,4房/2廳/2衛,9 /共14層,43.53,6.21,--,--萬,8.7萬,380萬,600台灣嘉義市東區蘭井街155號,23.4775913,120.4516521,中央里
10406(實價),透天厝,嘉義市嘉義市公明路121~150號,14.3,4房/1廳/3衛,1 /共4層,45.95,12.71,--,--萬,26.1萬,1200萬,600台灣嘉義市東區公明路208號,23.4803361,120.4563963,東興里
10406(實價),透天厝,嘉義市嘉義市博愛路一段448巷1~30號,0.9,4房/2廳/3衛,1 /共4層,59.09,50.67,--,--萬,16.4萬,972萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10406(實價),華廈,嘉義市嘉義市新建街31~60號,21.1,1房/1廳/1衛,4 /共7層,13.67,2.49,--,--萬,7.3萬,100萬,600台灣嘉義市西區新建街16號,23.468731,120.4387561,垂楊里
10406(實價),公寓,嘉義市嘉義市民生南路608巷91~120號,29.8,3房/1廳/1衛,4 /共5層,23.88,6.75,--,--萬,2.2萬,52萬,600台灣嘉義市西區民生南路608巷5號,23.4570193,120.4415492,獅子里
10406(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,19.7,2房/2廳/1衛,5 /共11層,16.2,2.26,--,--萬,11.7萬,190萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10406(實價),住宅大樓,嘉義市嘉義市博愛路一段361~390號,21.5,3房/2廳/3衛,1 /共12層,43.63,5.89,--,--萬,11.1萬,484萬,600台灣嘉義市西區縱貫公路334-368號,23.4876446,120.4445806,
10406(實價),透天厝(含車位),嘉義市嘉義市大富路31~60號,0.1,8房/4廳/6衛,1 /共4層,142.74,69.1,--,--萬,18.2萬,2594萬,600台灣嘉義市西區大富路71號,23.464085,120.4151078,劉厝里
10406(實價),套房,嘉義市嘉義市小雅路331~360號,22,1房/1廳/1衛,10 /共12層,8.15,1.03,--,--萬,6.8萬,55萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里
10406(實價),華廈,嘉義市嘉義市國華街271~300號,26.6,1房/1廳/1衛,7 /共7層,13.8,2.27,--,--萬,5.4萬,75萬,600台灣嘉義市西區國華街269-273號,23.4800326,120.4484134,國華里
10406(實價),華廈,嘉義市嘉義市蘭井街151~180號,24,1房/1廳/1衛,5 /共6層,10.07,1.36,--,--萬,8.7萬,88萬,600台灣嘉義市東區蘭井街155號,23.4775913,120.4516521,中央里
10406(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,10.6,3房/2廳/3衛,10 /共14層,60.92,13.48,--,--萬,3萬,180萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里
10406(實價),公寓,嘉義市嘉義市中庄里海埔新村1~30號,32.3,3房/2廳/2衛,1 /共5層,27.96,11.94,--,--萬,10.7萬,300萬,找不到位址,無,無,無
10406(實價),透天厝,嘉義市嘉義市新民路211~240號,19.1,4房/2廳/4衛,1 /共4層,80.07,25.96,--,--萬,9.3萬,746萬,600台灣嘉義市西區新民路202號,23.4560223,120.4363505,湖內里
10406(實價),透天厝,嘉義市嘉義市新建街8巷1~30號,21.3,7房/3廳/6衛,1 /共5層,111.23,30.55,--,--萬,10.1萬,1120萬,600台灣嘉義市西區新建街30號,23.4692478,120.4385538,垂楊里
10406(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22,1房/1廳/1衛,11 /共16層,11.95,1.44,--,--萬,6萬,72萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里
10406(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.8,3房/2廳/2衛,7 /共18層,34.14,2.76,--,--萬,9.4萬,320萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10406(實價),住宅大樓(含車位),嘉義市嘉義市新榮路35巷1~30號,10.7,4房/1廳/2衛,3 /共14層,62.81,10.76,--,--萬,9.2萬,576萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10406(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,19.3,2房/1廳/1衛,4 /共20層,20.05,1.48,--,--萬,8.6萬,173萬,600台灣嘉義市東區彌陀路121號,23.4666592,120.4667133,芳草里
10406(實價),住宅大樓,嘉義市嘉義市南京路61~90號,21.6,3房/1廳/2衛,5 /共12層,39.84,3.99,--,--萬,7.8萬,310萬,600台灣嘉義市西區南京路61號,23.456272,120.44052,湖內里
10406(實價),住宅大樓,嘉義市嘉義市保建街31~60號,22,2房/1廳/1衛,4 /共12層,22.17,3.72,--,--萬,9萬,200萬,600台灣嘉義市東區保建街60號,23.5006199,120.4530035,後湖里
10406(實價),公寓,嘉義市嘉義市東洋新?481~510號,31.9,2房/1廳/1衛,2 /共5層,25.94,8.52,--,--萬,9.6萬,250萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里
10406(實價),透天厝,嘉義市嘉義市吳鳳南路345巷31~60號,20.7,5房/2廳/4衛,1 /共4層,63.86,15.13,--,--萬,8.7萬,555萬,600台灣嘉義市東區吳鳳南路345巷13-33號,23.4649062,120.4566958,安寮里
10406(實價),透天厝,嘉義市嘉義市興安街91~120號,41.4,3房/2廳/2衛,1 /共2層,56.25,0,--,--萬,0.8萬,45萬,600台灣嘉義市東區興安街120號,23.4609451,120.4505402,興安里
10406(實價),透天厝,嘉義市嘉義市育人路165巷41弄1~30號,31,4房/1廳/2衛,1 /共2層,36.73,40.8,--,--萬,9.8萬,360萬,600台灣嘉義市西區育人路165巷8號,23.4717827,120.4170654,港坪里
10406(實價),住宅大樓,嘉義市嘉義市大同路391~420號,21,2房/1廳/1衛,4 /共13層,28.05,3.51,--,--萬,11萬,308萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10405(實價),住宅大樓,嘉義市嘉義市林森西路1~30號,31.3,2房/1廳/1衛,9 /共12層,22.6,2.07,--,--萬,10.6萬,240萬,600台灣嘉義市東區林森西路1號,23.4857906,120.4529263,北門里
