年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10410(實價),公寓,嘉義市嘉義市民生南路608巷151~180號,30.1,3房/2廳/1衛,3 /共5層,26.2,6.21,--,--萬,6.2萬,163萬,600台灣嘉義市西區民生南路608巷180號,23.4576694,120.4408412,獅子里
10410(實價),店面(店鋪),嘉義市嘉義市國賢一街61~90號,23.3,4房/2廳/3衛,1 /共15層,50.41,6.08,--,--萬,6.8萬,345萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,保福里
10410(實價),透天厝,嘉義市嘉義市嘉南街61~90號,35.9,4房/2廳/3衛,1 /共2層,21.85,19.66,--,--萬,18.3萬,399萬,600台灣嘉義市東區嘉南街83號,23.4923343,120.4549139,仁義里
10410(實價),透天厝,嘉義市嘉義市國聖一街1~30號,21.8,6房/2廳/2衛,1 /共4層,78.03,27.83,--,--萬,11.9萬,930萬,600台灣嘉義市西區國聖一街29號,23.4856137,120.429261,保福里
10410(實價),透天厝,嘉義市嘉義市平等街91~120號,21.5,6房/2廳/2衛,1 /共4層,60.64,22.39,--,--萬,7.4萬,450萬,600台灣嘉義市西區平等街126號,23.4714332,120.435842,新西里
10410(實價),透天厝,嘉義市嘉義市博愛路二段62巷1~30號,52.8,2房/1廳/1衛,1 /共1層,11.23,14.52,--,--萬,19萬,213萬,600台灣嘉義市西區博愛路二段39號,23.4832422,120.4412164,後驛里
10410(實價),透天厝,嘉義市嘉義市福州三街1~30號,0.8,5房/3廳/6衛,1 /共4層,99.92,40.84,--,--萬,21萬,2100萬,600台灣嘉義市西區福州三街42-46號,23.4627855,120.435309,福民里
10410(實價),住宅大樓(含車位),嘉義市嘉義市新榮路1~30號,10.9,3房/2廳/2衛,7 /共14層,55.55,11.43,--,--萬,9.5萬,525萬,600台灣嘉義市西區新榮路1號,23.4689591,120.4451514,致遠里
10410(實價),住宅大樓(含車位),嘉義市嘉義市文雅街150巷1~30號,20,3房/2廳/2衛,4 /共13層,46.29,6.54,--,--萬,9.9萬,460萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里
10410(實價),透天厝,嘉義市嘉義市宣信街428巷1~30號,39.4,4房/2廳/1衛,1 /共2層,30.98,30.86,--,--萬,7萬,218萬,600台灣嘉義市東區宣信街30號,23.463079,120.4645467,芳安里
10410(實價),華廈,嘉義市嘉義市世賢路四段456巷1~30號,19.1,3房/2廳/2衛,4 /共7層,36.98,6.78,--,--萬,8.4萬,312萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10410(實價),透天厝,嘉義市嘉義市竹子?1~30號,24.3,4房/3廳/4衛,1 /共4層,63.67,28.18,--,--萬,7萬,445萬,600台灣嘉義市西區竹圍路30號,23.4878412,120.4324313,竹圍里
10410(實價),透天厝,嘉義市嘉義市五福街61~90號,16,5房/2廳/3衛,1 /共5層,24.34,11.22,--,--萬,15.6萬,380萬,600台灣嘉義市東區五福街90號,23.4876372,120.4708077,王田里
10410(實價),透天厝,嘉義市嘉義市芳安路337巷1~30號,36.9,4房/2廳/2衛,1 /共2層,28.68,20.87,--,--萬,15.9萬,455萬,600台灣嘉義市東區芳安路337巷2-8號,23.4679212,120.4562516,安業里
10410(實價),透天厝,嘉義市嘉義市五福街20巷23弄31~60號,33.8,6房/2廳/4衛,1 /共2層,35.79,25.71,--,--萬,13.7萬,490萬,600台灣嘉義市東區五福街20巷21號,23.4871932,120.469118,王田里
10410(實價),住宅大樓(含車位),嘉義市嘉義市蘭井街331~360號,19.9,3房/2廳/2衛,8 /共16層,37.57,4.59,--,--萬,9.7萬,365萬,600台灣嘉義市西區蘭井街260號,23.4771987,120.4459214,西榮里
10410(實價),透天厝,嘉義市嘉義市自強街31~60號,24.8,6房/2廳/4衛,1 /共4層,63.11,26.02,--,--萬,13.4萬,845萬,600台灣嘉義市西區自強街31號,23.464875,120.423895,劉厝里
10410(實價),套房,嘉義市嘉義市中正路391~420號,19.6,1房/0廳/1衛,9 /共11層,13.84,0.57,--,--萬,4萬,55萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10410(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,23.3,3房/2廳/2衛,9 /共15層,42.57,4.1,--,--萬,10.2萬,435萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,保福里
10410(實價),住宅大樓,嘉義市嘉義市義教街601~630號,21.3,3房/1廳/1衛,5 /共11層,34.39,5.25,--,--萬,6.5萬,225萬,600台灣嘉義市東區義教街601號,23.4983986,120.4573523,頂庄里
10410(實價),華廈,嘉義市嘉義市遠東街151~180號,22.4,3房/2廳/2衛,8 /共9層,34.79,3.71,--,--萬,5.7萬,200萬,600台灣嘉義市西區遠東街151號,23.4844444,120.4350668,竹圍里
10410(實價),透天厝,嘉義市嘉義市興仁街10巷1~30號,22.9,4房/1廳/3衛,1 /共4層,43.97,21.18,--,--萬,10.2萬,450萬,600台灣嘉義市東區興仁街10巷30號,23.4571039,120.4641799,興仁里
10410(實價),透天厝,嘉義市嘉義市小雅路513巷31~60號,38.3,4房/2廳/2衛,1 /共2層,59.47,77.74,--,--萬,34萬,2020萬,600台灣嘉義市東區小雅路513巷24號,23.4763545,120.4685768,蘭潭里
10410(實價),透天厝,嘉義市嘉義市吳鳳南路224巷31~60號,44,3房/2廳/2衛,1 /共2層,24.42,17.24,--,--萬,17.6萬,430萬,600台灣嘉義市西區嘉義,23.4800663,120.4491054,
10410(實價),公寓,嘉義市嘉義市宣信街241~270號,32.1,3房/2廳/1衛,4 /共5層,38.78,11.33,--,--萬,5.8萬,225萬,600台灣嘉義市東區宣信街252號,23.4688122,120.4604129,芳草里
10410(實價),華廈,嘉義市嘉義市中山路481~510號,32.2,2房/2廳/2衛,7 /共8層,55.99,7.83,--,--萬,11.6萬,650萬,600台灣嘉義市西區中山路471-495號,23.4795113,120.4454144,番社里
10410(實價),透天厝,嘉義市嘉義市日新街113巷1~30號,1.6,7房/2廳/5衛,1 /共4層,121.81,49.91,--,--萬,19萬,2320萬,600台灣嘉義市東區日新街1號,23.466713,120.4684457,短竹里
10410(實價),住宅大樓,嘉義市嘉義市德明路61~90號,20.2,3房/2廳/2衛,16 /共19層,38.67,3.14,--,--萬,9.1萬,350萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10410(實價),透天厝,嘉義市嘉義市北榮街121~150號,21.9,6房/1廳/4衛,1 /共5層,65.33,13.92,--,--萬,13.7萬,895萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10410(實價),住宅大樓,嘉義市嘉義市彌陀路151~180號,19.6,2房/2廳/2衛,1 /共20層,49.72,4.28,--,--萬,9.9萬,490萬,600台灣嘉義市東區彌陀路180號,23.4724381,120.4638868,短竹里
10410(實價),華廈,嘉義市嘉義市永福一街31~60號,24.5,3房/2廳/2衛,2 /共8層,39.28,5.34,--,--萬,7.1萬,280萬,600台灣嘉義市西區永福一街22號,23.4726134,120.4252421,磚磘里
10410(實價),公寓,嘉義市嘉義市民生南路608巷151~180號,30.1,3房/2廳/2衛,3 /共5層,26.2,6.21,--,--萬,7.9萬,208萬,600台灣嘉義市西區民生南路608巷180號,23.4576694,120.4408412,獅子里
10410(實價),公寓,嘉義市嘉義市林森東路269巷38弄1~30號,23,3房/2廳/2衛,5 /共5層,41.51,13.29,--,--萬,6萬,250萬,600台灣嘉義市東區林森東路269巷1弄30號,23.4901012,120.4654374,新店里
10410(實價),店面(店鋪),嘉義市嘉義市國聖一街31~60號,33.4,3房/2廳/3衛,1 /共2層,30.14,24.5,--,--萬,19.2萬,580萬,600台灣嘉義市西區國聖一街33號,23.4855958,120.4290798,保福里
10410(實價),華廈(含車位),嘉義市嘉義市泰山三街31~60號,22.3,3房/2廳/2衛,5 /共7層,37.03,6.79,--,--萬,8.2萬,303萬,600台灣嘉義市西區泰山三街31號,23.4858262,120.4260269,福安里
10410(實價),透天厝,嘉義市嘉義市建成街22巷1~30號,39.1,4房/2廳/3衛,1 /共3層,36.27,18.76,--,--萬,11.9萬,433萬,600台灣嘉義市西區建成街22巷25號,23.4722682,120.4412455,垂楊里
10410(實價),透天厝,嘉義市嘉義市林森東路451~480號,27.8,5房/3廳/5衛,1 /共3層,36.12,19.97,--,--萬,7萬,252萬,600台灣嘉義市東區林森東路480號,23.491523,120.4698939,圳頭里
10410(實價),華廈,嘉義市嘉義市青年街121~150號,23.1,2房/1廳/1衛,8 /共9層,26.67,4.82,--,--萬,6萬,160萬,600台灣嘉義市西區青年街111號,23.4697284,120.4345887,車店里
10410(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,12.6,3房/2廳/2衛,4 /共14層,53.27,13.18,--,--萬,7.9萬,420萬,600台灣嘉義市東區林森東路750號,23.4923366,120.4778693,圳頭里
10410(實價),住宅大樓,嘉義市嘉義市德明路61~90號,20.2,3房/2廳/2衛,13 /共19層,36.5,2.89,--,--萬,8.6萬,315萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10410(實價),住宅大樓,嘉義市嘉義市忠孝路781~810號,20,4房/2廳/2衛,10 /共11層,26.73,4.24,--,--萬,8.3萬,221萬,600台灣嘉義市東區忠孝路782號,23.5097412,120.4461873,荖藤里
10410(實價),華廈,嘉義市嘉義市市新生路631~660號,22.1,3房/1廳/2衛,6 /共7層,28.4,5.01,--,--萬,9.9萬,280萬,600台灣嘉義市東區新生路631號,23.4931611,120.4572237,太平里
10410(實價),透天厝,嘉義市嘉義市軍輝路114巷1~30號,31.9,3房/2廳/2衛,1 /共2層,29.5,22.69,--,--萬,13.1萬,385萬,600台灣嘉義市東區軍輝路91巷1號,23.4560228,120.4618719,興仁里
10410(實價),透天厝,嘉義市嘉義市民權路31~60號,0.6,6房/2廳/5衛,1 /共4層,105.21,54.45,--,--萬,33萬,3470萬,600台灣嘉義市東區民權路32號,23.4843151,120.4647076,王田里
10410(實價),透天厝,嘉義市嘉義市荖藤里4鄰後厝仔1~30號,32.2,3房/2廳/3衛,1 /共2層,30.06,24.81,--,--萬,6.7萬,200萬,600台灣嘉義市東區後厝仔29-8號,23.508273,120.4404092,荖藤里
10410(實價),透天厝,嘉義市嘉義市大溪路465巷31~60號,9.8,4房/3廳/3衛,1 /共3層,45.35,33.21,--,--萬,13.2萬,600萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10410(實價),公寓,嘉義市嘉義市博愛路一段492巷1~30號,27.3,3房/1廳/1衛,5 /共5層,33.2,9.05,--,--萬,6.9萬,230萬,600台灣嘉義市西區博愛路一段492巷34號,23.4862088,120.4421313,重興里
10410(實價),透天厝,嘉義市嘉義市杭州四街61~90號,30.7,4房/3廳/4衛,1 /共2層,40.27,38.8,--,--萬,16.9萬,680萬,600台灣嘉義市西區杭州四街42號,23.4672318,120.4450469,美源里
10410(實價),華廈(含車位),嘉義市嘉義市自強街195巷31~60號,20,3房/2廳/2衛,5 /共7層,36.24,6.57,--,--萬,10.8萬,390萬,600台灣嘉義市西區自強街195巷27號,23.464458,120.4203273,劉厝里
10410(實價),住宅大樓,嘉義市嘉義市友愛路481~510號,15.9,3房/1廳/2衛,8 /共12層,30.93,3.48,--,--萬,11.6萬,358萬,600台灣嘉義市西區友愛路510號,23.4886401,120.4349389,保安里
10410(實價),住宅大樓,嘉義市嘉義市德明路61~90號,20.2,2房/2廳/1衛,14 /共18層,25.08,1.88,--,--萬,8萬,200萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里
10410(實價),透天厝,嘉義市嘉義市光正街31~60號,43.5,1房/1廳/1衛,1 /共1層,15.26,33.58,--,--萬,14.7萬,224萬,600台灣嘉義市東區光正街25號,23.4675718,120.4690616,蘭潭里
10410(實價),透天厝,嘉義市嘉義市文華街67巷1~30號,57.7,3房/2廳/1衛,1 /共1層,32.3,124.33,--,--萬,28.8萬,930萬,600台灣嘉義市西區文華街1號,23.487388,120.447165,北榮里
10410(實價),店面(店鋪),嘉義市嘉義市嘉北街66巷1~30號,25,2房/1廳/2衛,1 /共7層,50.26,11.8,--,--萬,9.4萬,470萬,600台灣嘉義市東區嘉北街66巷5號,23.493988,120.454477,頂庄里
10410(實價),透天厝,嘉義市嘉義市育英里20鄰國華街31~60號,43.5,4房/2廳/4衛,1 /共2層,21.89,17.7,--,--萬,10萬,220萬,600台灣嘉義市西區國華街60號,23.4735143,120.4492937,育英里
10410(實價),透天厝,嘉義市嘉義市新生路386巷1~30號,38.4,4房/3廳/2衛,1 /共2層,35.31,31.16,--,--萬,17.8萬,630萬,600台灣嘉義市東區Y崗,23.4858515,120.4604334,太平里
10410(實價),透天厝,嘉義市嘉義市永樂四街1~30號,1.8,4房/2廳/5衛,1 /共4層,71.27,38.42,--,--萬,26.1萬,1858萬,600台灣嘉義市西區永樂四街11號,23.4752745,120.423045,港坪里
10410(實價),住宅大樓,嘉義市嘉義市博東路151~180號,17.6,3房/1廳/2衛,10 /共22層,36.28,4.38,--,--萬,10萬,363萬,600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339,太平里
10410(實價),透天厝(含車位),嘉義市嘉義市永福一街1~30號,20.8,3房/2廳/2衛,1 /共13層,41.54,4.94,--,--萬,8.2萬,340萬,600台灣嘉義市西區永福一街22號,23.4726134,120.4252421,磚磘里
10410(實價),住宅大樓,嘉義市嘉義市興達路481~510號,20.9,3房/2廳/2衛,14 /共16層,38.21,3.72,--,--萬,8.1萬,310萬,600台灣嘉義市西區興達路480號,23.484986,120.431949,竹圍里
10410(實價),住宅大樓,嘉義市嘉義市興達路481~510號,20.9,2房/2廳/1衛,14 /共16層,38.26,3.85,--,--萬,8.3萬,316萬,600台灣嘉義市西區興達路480號,23.484986,120.431949,竹圍里
10410(實價),透天厝,嘉義市嘉義市上海路241~270號,22,4房/2廳/3衛,1 /共4層,80.01,29.04,--,--萬,16.3萬,1308萬,600台灣嘉義市西區上海路239號,23.4678092,120.4337264,車店里
10410(實價),透天厝,嘉義市嘉義市永吉三街31~60號,1,6房/3廳/5衛,1 /共3層,62.23,48.7,--,--萬,16.9萬,1050萬,600台灣嘉義市西區永吉三街31號,23.4917574,120.437275,保生里
10410(實價),華廈,嘉義市嘉義市圓福街1~30號,23.2,2房/1廳/2衛,1 /共10層,18.33,3.88,--,--萬,13.9萬,255萬,600台灣嘉義市東區圓福街1號,23.4845784,120.4640777,王田里
10410(實價),店面(店鋪),嘉義市嘉義市世賢路四段421~450號,1.5,4房/2廳/5衛,1 /共5層,72.75,33.39,--,--萬,17.6萬,1280萬,600台灣嘉義市西區阿里山公路412號,23.4639062,120.4505986,美源里
10410(實價),住宅大樓,嘉義市嘉義市友愛路541~570號,20.3,1房/0廳/1衛,10 /共14層,5.96,0.7,--,--萬,10.1萬,60萬,600台灣嘉義市西區友愛路570號,23.4900956,120.4362421,保生里
10410(實價),華廈,嘉義市嘉義市嘉北街97巷18弄1~30號,22.9,2房/1廳/1衛,2 /共7層,23.68,4.58,--,--萬,6.8萬,160萬,600台灣嘉義市東區嘉北街30號,23.4938508,120.4556015,仁義里
10410(實價),住宅大樓(含車位),嘉義市嘉義市博東路151~180號,17.6,3房/1廳/2衛,9 /共22層,44.92,4.38,9.23,--萬,8.7萬,390萬,600台灣嘉義市東區博東路80-112號,23.4908563,120.4605339,太平里
10410(實價),公寓,嘉義市嘉義市東洋新?481~510號,32.3,2房/1廳/1衛,4 /共5層,20.3,6.59,--,--萬,7.4萬,150萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里
10410(實價),公寓,嘉義市嘉義市溪興街153巷30弄31~60號,31,2房/2廳/1衛,5 /共5層,18.51,5.56,--,--萬,8.1萬,150萬,600台灣嘉義市東區溪興街153巷30弄16號,23.453869,120.4560725,興村里
10410(實價),住宅大樓,嘉義市嘉義市博東路91~120號,17.6,2房/1廳/1衛,15 /共22層,24.07,2.92,--,--萬,9.6萬,232萬,600台灣嘉義市東區博東路24-80號,23.4905823,120.4615667,太平里
10410(實價),套房,嘉義市嘉義市文雅街121~150號,19.3,1房/1廳/1衛,4 /共9層,15.72,2.47,--,--萬,8.3萬,130萬,600台灣嘉義市東區文雅街168號,23.4833501,120.4847978,文雅里
10410(實價),透天厝,嘉義市嘉義市溪興街231巷24弄121~150號,26,3房/2廳/2衛,1 /共3層,61.14,40.54,--,--萬,7.5萬,460萬,600台灣嘉義市東區溪興街231巷24弄134號,23.4524599,120.4564852,興村里
10410(實價),辦公商業大樓,嘉義市嘉義市垂楊路31~60號,16.6,1房/1廳/2衛,5 /共7層,83.31,14.86,--,--萬,9萬,746萬,600台灣嘉義市東區垂楊路33號,23.47456,120.460443,新開里
10410(實價),透天厝,嘉義市嘉義市公明路151~180號,40.7,3房/2廳/2衛,1 /共3層,43.29,50.22,--,--萬,44.8萬,1940萬,600台灣嘉義市東區公明路147號,23.48013,120.4557083,東興里
10410(實價),華廈,嘉義市嘉義市西區永吉一街61~90號,20.7,3房/2廳/2衛,6 /共7層,38.07,6.62,--,--萬,7.7萬,295萬,600台灣嘉義市西區永吉一街23號,23.4931552,120.4377395,新厝里
10410(實價),透天厝,嘉義市嘉義市國華街16巷31~60號,46.5,5房/1廳/3衛,1 /共2層,22.31,14.82,--,--萬,22.2萬,495萬,600台灣嘉義市西區國華街16巷31號,23.470536,120.45107,育英里
10410(實價),華廈,嘉義市嘉義市文雅街116巷1~30號,19.3,3房/2廳/2衛,7 /共9層,30.31,4.93,--,--萬,12.1萬,368萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里
10410(實價),透天厝,嘉義市嘉義市義教街731巷31~60號,0.3,4房/2廳/5衛,1 /共3層,62.15,27.83,--,--萬,20.9萬,1300萬,600台灣嘉義市東區義教街731巷60號,23.4965168,120.4542076,義教里
