鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
太保市,土地,太保段太保小段571~600地號,4028.0,農,,,1060329,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7100000,1763,,0.0,0,,RPSNMLMKMHMFFDQ66CA
太保市,房地(土地+建物),嘉義縣太保市麻寮里三合路313巷1~30號,107.01,住,,,1060311,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1050819,170.95,4,3,3,有,無,5880000,34396,,0.0,0,,RPWNMLKKMHMFFDQ86CA
義竹鄉,土地,過路子段781~810地號,36676.0,,特定專用區,水利用地,1060314,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22005600,600,,0.0,0,協議價購,RPQNMLOKMHMFFBQ09CA
太保市,房地(土地+建物),嘉義縣太保市太保里太保121~150號,88.71,住,,,1060302,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0860423,152.18,5,4,3,有,無,3960000,26022,,0.0,0,,RPPOMLNKMHMFFDQ56CA
鹿草鄉,土地,馬稠後段豐稠小段91~120地號,11663.0,,工業區,丁種建築用地,1060320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,107817321,9244,,0.0,0,向政府機關承購之案件。,RPQOMLTKMHMFFDQ27CA
水上鄉,土地,義興段841~870地號,1752.21,,特定農業區,農牧用地,1060317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,856,,0.0,0,,RPVNMLSKMHMFFDQ57CA
水上鄉,房地(土地+建物),嘉義縣水上鄉下寮村鴿溪寮20之61~90號,97.03,住,,,1060311,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,1060124,153.15,4,2,3,有,無,6500000,42442,,0.0,0,,RPPNMLTKMHMFFDQ07CA
太保市,房地(土地+建物),嘉義縣太保市舊埤里新埤1~30號,134.33,,特定農業區,甲種建築用地,1051207,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050726,214.9,5,2,2,有,無,6450000,30014,,0.0,0,,RPVNMLTKMHMFFDQ67CA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉社口村21鄰檨仔林31~60號,73.81,商,,,1060225,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,0770514,181.22,4,2,2,有,無,3200000,17658,,0.0,0,,RPXNMLLJNHMFFDQ07CA
梅山鄉,土地,科子林段391~420地號,2003.0,,山坡地保育區,農牧用地,1060309,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,225,,0.0,0,,RPPNMLSKMHMFFEQ07CA
竹崎鄉,土地,番子潭段31~60地號,4825.0,,一般農業區,農牧用地,1060224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12400000,2570,,0.0,0,,RPQNMLSKMHMFFEQ17CA
太保市,土地,田尾段田尾小段301~330地號,2116.0,,特定農業區,農牧用地,1060310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3808800,1800,,0.0,0,,RPVOMLNKMHMFFDQ27DA
水上鄉,土地,南靖段南和小段1501~1530地號,251.75,,特定農業區,農牧用地,1060314,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,3178,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLMKMHMFFDQ96DA
大林鎮,土地,三角段1~30地號,4963.0,,特定農業區,農牧用地,1060220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3970000,800,,0.0,0,,RPPNMLTKMHMFFCQ17EA
竹崎鄉,房地(土地+建物),嘉義縣竹崎鄉鹿滿村5鄰下溪心31~60號,55.51,,一般農業區,甲種建築用地,1060327,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700315,96.87,3,1,2,有,無,1432000,14783,,0.0,0,,RPPNMLNKMHMFFEQ76EA
番路鄉,土地,南下坑段1261~1290地號,4066.37,,山坡地保育區,農牧用地,1060328,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,443,,0.0,0,,RPRNMLNKMHMFFEQ96EA
民雄鄉,土地,好收段竹圍後小段451~480地號,601.0,,特定農業區,農牧用地,1060324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,1331,,0.0,0,,RPPOMLOKMHMFFCQ76EA
水上鄉,土地,粗溪段31~60地號,2785.0,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3550000,1275,,0.0,0,,RPVNMLNKMHMFFDQ17DA
水上鄉,土地,粗溪段31~60地號,2785.0,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3550000,1275,,0.0,0,,RPXNMLNKMHMFFDQ37DA
水上鄉,土地,十一指厝段圳西小段61~90地號,2631.0,,特定農業區,農牧用地,1060330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5262000,2000,,0.0,0,,RPTNMLSJNHMFFDQ47DA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和美村中山路五段732巷55弄31~60號,93.4,住,,,1060226,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830811,181.81,3,2,2,有,無,4500000,24751,,0.0,0,,RPVNMLTJNHMFFDQ77DA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和美村中山路五段732巷5弄31~60號,93.4,住,,,1060220,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830811,181.81,3,2,2,有,無,4500000,24751,,0.0,0,,RPSNMLSKMHMFFDQ37DA
太保市,房地(土地+建物),嘉義縣太保市東勢里健康路183巷10弄31~60號,154.5,住,,,1060102,土地9建物1車位0,全,四層,透天厝,集合住宅,鋼筋混凝土造,1010829,201.66,4,2,3,有,有,7350000,36447,,0.0,0,,RPSNMLSJNHMFFDQ27CA
水上鄉,房地(土地+建物),嘉義縣水上鄉水上村三多街1~30號,93.95,,鄉村區,乙種建築用地,1060311,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710910,97.0,3,2,2,有,無,2500000,25773,,0.0,0,,RPTNMLOJNHMFFDQ96CA
水上鄉,房地(土地+建物),嘉義縣水上鄉寬士村崎子頭1~30號,62.95,,鄉村區,乙種建築用地,1060303,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690520,91.68,3,2,2,有,無,1600000,17452,,0.0,0,,RPUNMLOJNHMFFDQ07CA
番路鄉,土地,公田段91~120地號,1000.0,,森林區,林業用地,1060326,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,93000,93,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLNKMHMFFEQ76CA
六腳鄉,土地,大塗師段151~180地號,3771.0,,特定農業區,農牧用地,1060328,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5680000,1506,,0.0,0,,RPRNMLNKMHMFFBQ56DA
竹崎鄉,房地(土地+建物),嘉義縣竹崎鄉灣橋村1~30號,106.28,,鄉村區,乙種建築用地,1060224,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1031222,201.99,5,3,5,有,無,8250000,40844,,0.0,0,,RPPNMLQJNHMFFEQ86CA
溪口鄉,土地,厝子段厝子小段151~180地號,466.71,,特定農業區,農牧用地,1060322,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,326700,700,,0.0,0,全部稅費由承買人負擔,RPPNMLMKMHMFFCQ98DA
大林鎮,土地,內林段內林小段241~270地號,1558.5,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,1155,,0.0,0,親友、員工或其他特殊關係間之交易。,RPXNMLOKMHMFFCQ37DA
太保市,土地,新舊埤段91~120地號,6.99,,特定農業區,甲種建築用地,1060320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27265,3901,,0.0,0,,RPWNMLTKMHMFFDQ77CA
中埔鄉,土地,竹頭崎段31~60地號,4850.0,,山坡地保育區,農牧用地,1060322,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,124,,0.0,0,,RPWNMLPLMHMFFDQ47CA
水上鄉,土地,十一指厝段圳西小段1021~1050地號,3083.0,,特定農業區,農牧用地,1060317,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3900000,1265,,0.0,0,,RPOOMLPLMHMFFDQ76CA
水上鄉,房地(土地+建物),嘉義縣水上鄉大堀村江竹仔腳1~30號,297.0,,鄉村區,乙種建築用地,1060316,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0950428,261.78,4,1,2,有,無,6800000,25976,,0.0,0,,RPTNMLNKMHMFFDQ86CA
水上鄉,房地(土地+建物),嘉義縣水上鄉柳鄉村11鄰柳子林211~240號,66.47,,鄉村區,乙種建築用地,1060317,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0670630,106.98,0,0,0,無,無,3000000,28043,,0.0,0,,RPOOMLNKMHMFFDQ09CA
水上鄉,土地,水南段1111~1140地號,87.43,住,,,1060220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1627947,18620,,0.0,0,,RPPNMLPKMHMFFDQ66CA
布袋鎮,土地,考試潭段考試小段481~510地號,3292.0,,一般農業區,農牧用地,1060314,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2139800,650,,0.0,0,,RPUNMLOLMHMFFBQ96CA
布袋鎮,土地,考試潭段考試小段181~210地號,3172.0,,一般農業區,農牧用地,1060307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2220400,700,,0.0,0,,RPVNMLOLMHMFFBQ07CA
民雄鄉,土地,雙援段何厝小段451~480地號,2933.0,,特定農業區,農牧用地,1060313,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4300000,1466,,0.0,0,,RPSNMLMKMHMFFCQ56CA
義竹鄉,土地,安溪寮段平溪小段121~150地號,2824.0,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1496720,530,,0.0,0,,RPOOMLMKMHMFFBQ78CA
六腳鄉,土地,灣南段211~240地號,101.92,,鄉村區,乙種建築用地,1060328,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,2943,,0.0,0,含無保存登記建物一棟41.90坪,RPXNMLOKMHMFFBQ17CA
東石鄉,房地(土地+建物),嘉義縣東石鄉栗子崙691~720號,72.0,,鄉村區,乙種建築用地,1060318,土地1建物1車位0,全,三層,透天厝,住家用,見其他登記事項,0711226,178.92,6,2,2,有,無,1000000,5589,,0.0,0,,RPQNMLQKMHMFFBQ66CA
六腳鄉,土地,六斗尾段六斗小段361~390地號,2160.0,,特定農業區,農牧用地,1060309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2808000,1300,,0.0,0,,RPTNMLMKMHMFFBQ56CA
義竹鄉,土地,新店段1681~1710地號,6435.0,,特定專用區,養殖用地,1060329,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3989700,620,,0.0,0,,RPUNMLMKMHMFFBQ66CA
大林鎮,房地(土地+建物),嘉義縣大林鎮平林里17鄰民族路61~90號,29.27,住,,,1060327,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720312,69.0,3,2,1,有,無,950000,13768,,0.0,0,,RPSNMLOKMHMFFCQ76CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂村埤角61~90號,106.51,住,,,1060206,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1051227,172.24,3,1,3,有,無,7880000,45750,,0.0,0,,RPQOMLNKMHMFFCQ56CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂村埤角61~90號,81.74,住,,,1060206,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051227,163.67,3,1,3,有,無,6230000,38064,,0.0,0,,RPSOMLNKMHMFFCQ76CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂村埤角61~90號,81.87,住,,,1060206,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051227,168.79,3,1,3,有,無,6700000,39694,,0.0,0,,RPTOMLNKMHMFFCQ86CA
民雄鄉,土地,番子段番子小段901~930地號,1201.0,,特定農業區,農牧用地,1060302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2100000,1749,,0.0,0,,RPOOMLNKMHMFFCQ98CA
民雄鄉,土地,東湖段1291~1320地號,10567.44,,特定農業區,農牧用地,1060328,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,38359800,3630,,0.0,0,,RPUNMLSJNHMFFCQ37CA
新港鄉,土地,古民段新民小段661~690地號,235.0,住,,,1060320,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5080000,21617,,0.0,0,,RPQNMLSLMHMFFCQ07CA
民雄鄉,土地,菁埔段菁埔小段241~270地號,176.0,,鄉村區,乙種建築用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,6818,,0.0,0,,RPPNMLRLMHMFFCQ86CA
大林鎮,土地,湖子段181~210地號,2260.0,,特定農業區,農牧用地,1060323,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3390000,1500,,0.0,0,,RPUNMLNKMHMFFCQ86CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂村埤角61~90號,89.15,住,,,1020206,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1051227,152.5,3,1,3,有,無,6700000,43934,,0.0,0,,RPROMLNKMHMFFCQ66CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉文隆村7鄰鴨母?61~90號,89.0,住,,,1060324,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0930906,158.64,6,1,6,有,無,4700000,29627,,0.0,0,,RPRNMLOKMHMFFCQ66CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉文隆村7鄰鴨母?61~90號,89.0,住,,,1060324,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0930906,158.64,6,1,6,有,無,4700000,29627,,0.0,0,,SPRNMLOKMHMFFCQ76CA
太保市,房地(土地+建物),嘉義縣太保市安仁里祥和三路東段61~90號,112.62,住,,,1060320,土地4建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970804,251.48,4,2,2,有,無,12200000,48513,,0.0,0,,RPPNMLOKMHMFFDQ56CA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和美村三和路60巷1~30號,85.92,商,,,1060321,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010619,201.48,3,2,4,有,無,8500000,42188,,0.0,0,,RPSNMLOLMHMFFDQ96CA
水上鄉,房地(土地+建物),嘉義縣水上鄉南和村後寮61~90號,67.55,,特定農業區,甲種建築用地,1060320,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0871124,124.2,3,2,2,有,無,2000000,16103,,0.0,0,,RPXNMLOLMHMFFDQ47CA
水上鄉,房地(土地+建物)+車位,嘉義縣水上鄉粗溪村粗溪1~30號,42.85,住,,,1060324,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0830819,189.72,3,2,2,有,有,3600000,18975,坡道平面,10.89,0,房地交易總價已含車位,RPOOMLQLMHMFFDQ86CA
水上鄉,房地(土地+建物),嘉義縣水上鄉寬士村崎子頭1~30號,93.34,,鄉村區,乙種建築用地,1060221,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050927,177.01,4,2,2,有,無,6800000,38416,,0.0,0,,RPTNMLLJNHMFFDQ66CA
太保市,土地,嘉太段181~210地號,1403.56,住,,,1060314,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25600000,18239,,0.0,0,,RPXNMLPJNHMFFDQ47CA
鹿草鄉,土地,馬稠後段豐稠小段91~120地號,5941.0,,工業區,丁種建築用地,1060317,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59643897,10039,,0.0,0,,RPPNMLRKMHMFFDQ96DA
梅山鄉,土地,科子林段751~780地號,7974.0,,森林區,農牧用地,1060329,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,627,,0.0,0,,RPQNMLPLMHMFFEQ96CA
鹿草鄉,土地,龜佛山段龜山小段511~540地號,6465.0,,特定農業區,農牧用地,1060406,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6465000,1000,,0.0,0,,RPXOMLNKMHMFFDQ47DA
中埔鄉,土地,埔東段1081~1110地號,35.89,商,,,1060329,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,61298,,0.0,0,含增建或未登記建物。,RPSNMLRKMHMFFDQ27DA
中埔鄉,土地,頂埔段211~240地號,5148.0,,山坡地保育區,農牧用地,1060221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,233,,0.0,0,,RPTNMLSKMHMFFDQ47DA
大林鎮,土地,北勢段1~30地號,1533.0,,特定農業區,農牧用地,1060320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1149700,750,,0.0,0,,RPQOMLOKMHMFFCQ86EA
新港鄉,土地,永福段991~1020地號,86.23,住,,,1060328,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,580000,6726,,0.0,0,,RPRNMLSKMHMFFCQ27EA
竹崎鄉,土地,真武段61~90地號,33.87,住,,,1060405,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,820000,24210,,0.0,0,,RPSNMLTKMHMFFEQ67EA
新港鄉,土地,中洋子段331~360地號,2653.0,,特定農業區,農牧用地,1060407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2510168,946,,0.0,0,向政府機關承購之案件。,RPPNMLKKNHMFFCQ98EA
大林鎮,土地,林頭段31~60地號,876.0,,特定農業區,農牧用地,1060216,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,685,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLOLMHMFFCQ17DA
大林鎮,土地,新興段新興小段1~30地號,107.01,住,,,1060411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3250000,30371,,0.0,0,,RPVNMLOLMHMFFCQ27DA
民雄鄉,土地,民南段571~600地號,99.17,農,,,1060306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,3025,,0.0,0,親友關係間之交易。,RPPNMLOKMHMFFCQ56DA
朴子市,房地(土地+建物),嘉義縣朴子市仁和里仁和二路121~150號,5.87,住,,,1060331,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,25.04,1,1,1,有,有,380000,15176,,0.0,0,,RPSNMLNKMHMFFBQ66DA
朴子市,房地(土地+建物),嘉義縣朴子市仁和里仁和二路121~150號,5.87,住,,,1060331,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,25.04,1,1,1,有,有,380000,15176,,0.0,0,,SPSNMLNKMHMFFBQ76DA
水上鄉,房地(土地+建物),嘉義縣水上鄉水上村華林街30巷1~30號,135.78,住,,,1060329,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051014,194.41,4,2,4,有,無,8000000,41150,,0.0,0,,RPRNMLNJNHMFFDQ66CA
水上鄉,房地(土地+建物),嘉義縣水上鄉水上村華林街1~30號,91.91,住,,,1060406,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051014,189.62,5,2,3,有,無,7800000,41135,,0.0,0,,RPSNMLNJNHMFFDQ76CA
水上鄉,土地,十一指厝段圳西小段511~540地號,2528.0,,特定農業區,農牧用地,1060222,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,1780,,0.0,0,,RPSNMLOJNHMFFDQ86CA
太保市,房地(土地+建物),嘉義縣太保市麻寮里合德新村21巷31~60號,100.57,住,,,1060220,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1000915,163.68,4,3,3,有,無,5620000,34335,,0.0,0,,RPUNMLOKMHMFFDQ07CA
太保市,房地(土地+建物),嘉義縣太保市太保里太保61~90號,110.4,住,,,1060310,土地1建物1車位0,一層，二層，三層，四層，見其他登記事項,四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1021129,263.0,5,2,4,有,無,8000000,30418,,0.0,0,,RPUNMLRKMHMFFDQ37CA
水上鄉,土地,十一指厝段151~180地號,129.0,,鄉村區,乙種建築用地,1060311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,960000,7442,,0.0,0,,RPQOMLRKMHMFFDQ07CA
水上鄉,土地,下寮新段1~30地號,44.5,住,,,1060330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,398000,8944,,0.0,0,含未保存建物。,RPRNMLSKMHMFFDQ17CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉秀林村溪底寮31~60號,105.0,,一般農業區,甲種建築用地,1060304,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0700224,110.06,4,3,3,有,無,3680000,33436,,0.0,0,,RPUOMLNKMHMFFCQ96CA
大林鎮,土地,下埤頭段下埤頭小段121~150地號,1264.0,,特定農業區,農牧用地,1060324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1769600,1400,,0.0,0,,RPVNMLNKMHMFFCQ96CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉文隆村7鄰鴨母61~90號,78.01,住,,,1060330,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0930906,158.64,6,1,6,有,無,3920000,24710,,0.0,0,,RPUNMLTKMHMFFCQ47CA
朴子市,房地(土地+建物),嘉義縣朴子市祥和二路西段31~60號,100.5,住,,,1060329,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0931008,198.7,4,3,4,有,無,8400000,42275,,0.0,0,,RPRNMLSKMHMFFBQ96CA
朴子市,房地(土地+建物),嘉義縣朴子市吉祥七街61~90號,6.74,住,,,1060329,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940103,22.57,1,0,1,有,無,550000,24369,,0.0,0,,RPWNMLOKMHMFFBQ07CA
朴子市,房地(土地+建物),嘉義縣朴子市新進路181~210號,169.0,住,,,1060315,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1051114,310.93,3,2,4,有,無,16600000,53388,,0.0,0,,RPVNMLTKMHMFFBQ47CA
東石鄉,房地(土地+建物),嘉義縣東石鄉栗子崙541~570號,80.0,,一般農業區,甲種建築用地,1060324,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0690517,119.44,3,2,2,有,無,1500000,12559,,0.0,0,含現有裝潢隔間,RPOOMLTKMHMFFBQ86CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村北勢子331~360號,100.98,住,,,1060220,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0700320,109.35,3,2,2,有,無,2800000,25606,,0.0,0,,RPXNMLOLMHMFFCQ37CA
溪口鄉,房地(土地+建物),嘉義縣溪口鄉溪東村民生街31巷1~30號,89.74,住,,,1060203,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0660131,99.46,3,2,2,有,無,1200000,12065,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLOLMHMFFCQ56CA
新港鄉,房地(土地+建物),嘉義縣新港鄉三間村1~30號,99.03,,工業區,丁種建築用地,1060316,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1030815,176.56,4,2,3,有,無,4980000,28206,,0.0,0,,RPUNMLRLMHMFFCQ37CA
新港鄉,土地,月眉潭段眉潭小段541~570地號,2240.0,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5559680,2482,,0.0,0,,RPUOMLOKMHMFFCQ07CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉福樂村14鄰建國路三段211~240號,191.99,商,,,1060313,土地6建物2車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0681231,206.76,4,4,4,有,無,6000000,29019,,0.0,0,,RPOOMLPJNHMFFCQ56CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村27鄰北勢子571~600號,26.45,住,,,1060207,土地1建物1車位0,一層，二層，騎樓,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0830810,119.22,3,2,2,有,無,2220000,18621,,0.0,0,,RPQNMLMKNHMFFCQ09CA
民雄鄉,房地(土地+建物),嘉義縣民雄鄉興中村義橋91~120號,83.68,農,,,1060301,土地1建物1車位0,全,一層,透天厝,住家用,見其他登記事項,0690707,62.98,3,1,1,有,無,309500,4914,,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLMKNHMFFCQ98CA
大林鎮,土地,下埤頭段下埤頭小段511~540地號,5397.0,,特定農業區,農牧用地,1060324,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5700000,1056,,0.0,0,,RPWNMLOKMHMFFCQ17CA
中埔鄉,房地(土地+建物),嘉義縣中埔鄉和興村後庄39巷151~180號,84.26,住,,,1060317,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,0701017,132.23,4,2,3,有,無,3800000,28738,,0.0,0,,RPVNMLRKMHMFFDQ47CA
新港鄉,土地,中洋子段中洋小段481~510地號,2940.0,,特定農業區,農牧用地,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,1701,,0.0,0,,RPTNMLPJNHMFFCQ07DA
竹崎鄉,土地,糞箕湖段31~60地號,1000.0,,山坡地保育區,農牧用地,1060401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,160000,160,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLLLMHMFFEQ09CA
梅山鄉,土地,梅北段1351~1380地號,17.0,農,,,1060327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17000,1000,,0.0,0,畸零地或有合併使用之交易。,RPPNMLOLMHMFFEQ76CA
番路鄉,土地,公田段181~210地號,84.0,,山坡地保育區,農牧用地,1060328,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,588,7,,0.0,0,本案土地係依國產法第52-2條規定辦理出售,RPQNMLOKMHMFFEQ76CA
竹崎鄉,土地,番子潭段301~330地號,2900.0,,一般農業區,農牧用地,1060317,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7560000,2607,,0.0,0,1.本件買賣內含未保存建物。2.依據106年2月24日所訂立買賣契約辦理。,RPQNMLKLMHMFFEQ56DA
